Region,MetropolitanStatus,Exper,Educ,Race,WeeklyEarnings
Midwest,NotMetropolitanArea,15,18,NotBlack,304.84
South,MetropolitanArea,24,16,NotBlack,949.67
West,MetropolitanArea,35,15,NotBlack,878.44
West,NotMetropolitanArea,15,13,NotBlack,529.53
South,MetropolitanArea,28,16,NotBlack,949.67
West,MetropolitanArea,8,12,NotBlack,118.71
Northeast,MetropolitanArea,14,12,NotBlack,493.83
South,NotMetropolitanArea,16,10,NotBlack,759.73
West,MetropolitanArea,28,6,NotBlack,237.42
Northeast,MetropolitanArea,29,16,NotBlack,1424.5
South,MetropolitanArea,16,14,Black,759.73
Midwest,NotMetropolitanArea,19,16,NotBlack,296.3
South,NotMetropolitanArea,8,18,NotBlack,451.09
West,MetropolitanArea,9,17,NotBlack,694.79
South,MetropolitanArea,22,16,NotBlack,166.19
West,MetropolitanArea,15,16,NotBlack,669.52
South,MetropolitanArea,9,12,Black,356.13
West,MetropolitanArea,11,18,NotBlack,712.25
Midwest,MetropolitanArea,25,16,NotBlack,427.35
Midwest,MetropolitanArea,26,8,NotBlack,1068.38
South,MetropolitanArea,26,17,NotBlack,2374.15
West,MetropolitanArea,29,18,NotBlack,1365.15
Northeast,NotMetropolitanArea,18,12,NotBlack,782.9
Northeast,MetropolitanArea,6,16,NotBlack,664.77
Northeast,MetropolitanArea,8,13,NotBlack,474.83
Midwest,MetropolitanArea,2,15,NotBlack,356.13
Midwest,MetropolitanArea,43,12,NotBlack,830.96
Northeast,MetropolitanArea,21,12,NotBlack,712.25
Northeast,MetropolitanArea,4,16,NotBlack,712.25
Northeast,MetropolitanArea,25,16,NotBlack,854.7
South,MetropolitanArea,22,17,NotBlack,949.67
South,MetropolitanArea,27,12,Black,154.32
Northeast,NotMetropolitanArea,37,9,NotBlack,546.06
Midwest,MetropolitanArea,8,16,NotBlack,1246.44
West,MetropolitanArea,39,3,NotBlack,668.72
South,MetropolitanArea,20,11,NotBlack,522.32
West,MetropolitanArea,18,3,NotBlack,246.91
South,MetropolitanArea,3,15,NotBlack,244.54
South,MetropolitanArea,16,12,NotBlack,370.37
Midwest,MetropolitanArea,6,13,NotBlack,248.1
West,NotMetropolitanArea,2,12,NotBlack,481.48
Midwest,NotMetropolitanArea,39,7,NotBlack,356.13
Northeast,MetropolitanArea,14,12,NotBlack,650.52
South,NotMetropolitanArea,8,12,NotBlack,373.24
Midwest,MetropolitanArea,16,9,NotBlack,949.67
Northeast,MetropolitanArea,49,14,NotBlack,1305.79
South,MetropolitanArea,16,16,NotBlack,641.03
South,NotMetropolitanArea,4,12,NotBlack,379.87
South,MetropolitanArea,13,12,NotBlack,278.02
Midwest,MetropolitanArea,32,15,NotBlack,573.19
West,MetropolitanArea,15,13,NotBlack,807.22
Northeast,MetropolitanArea,14,16,NotBlack,1543.21
Northeast,MetropolitanArea,18,18,NotBlack,1187.08
Northeast,MetropolitanArea,0,12,NotBlack,92.59
South,MetropolitanArea,10,12,NotBlack,534.19
West,MetropolitanArea,8,14,NotBlack,617.28
Northeast,MetropolitanArea,31,16,NotBlack,1305.79
Northeast,MetropolitanArea,0,16,NotBlack,237.42
Northeast,MetropolitanArea,5,14,NotBlack,902.18
West,NotMetropolitanArea,10,12,NotBlack,273.03
South,MetropolitanArea,4,16,Black,308.64
Northeast,NotMetropolitanArea,11,12,NotBlack,403.61
South,MetropolitanArea,9,16,NotBlack,382.24
South,MetropolitanArea,3,12,Black,249
West,MetropolitanArea,0,14,NotBlack,256.41
South,MetropolitanArea,10,15,NotBlack,593.54
West,MetropolitanArea,13,16,NotBlack,830.96
Northeast,MetropolitanArea,17,12,NotBlack,403.61
South,NotMetropolitanArea,5,18,NotBlack,949.67
West,MetropolitanArea,17,12,NotBlack,878.44
South,NotMetropolitanArea,15,12,NotBlack,1020.89
South,MetropolitanArea,11,14,Black,379.87
Northeast,MetropolitanArea,26,18,NotBlack,2374.15
Northeast,MetropolitanArea,11,12,NotBlack,830.96
South,NotMetropolitanArea,12,16,NotBlack,830.96
Northeast,MetropolitanArea,4,18,NotBlack,997.15
West,MetropolitanArea,48,8,NotBlack,297.53
South,NotMetropolitanArea,3,11,NotBlack,566.24
Northeast,MetropolitanArea,13,16,NotBlack,1115.86
West,NotMetropolitanArea,34,12,NotBlack,1424.5
South,MetropolitanArea,9,12,NotBlack,246.91
West,MetropolitanArea,17,15,Black,664.77
West,MetropolitanArea,20,16,NotBlack,1377.02
South,MetropolitanArea,11,15,NotBlack,925.93
Northeast,MetropolitanArea,2,10,NotBlack,224.47
South,NotMetropolitanArea,4,16,Black,199.43
Northeast,MetropolitanArea,12,18,NotBlack,1028.02
West,NotMetropolitanArea,4,13,NotBlack,368.95
Northeast,MetropolitanArea,7,12,NotBlack,94.97
South,MetropolitanArea,14,16,NotBlack,2374.15
Midwest,MetropolitanArea,24,12,Black,308.64
Midwest,MetropolitanArea,11,13,NotBlack,447.53
West,NotMetropolitanArea,33,14,NotBlack,664.77
Northeast,MetropolitanArea,46,5,NotBlack,379.87
Northeast,NotMetropolitanArea,9,12,NotBlack,925.93
West,MetropolitanArea,22,12,NotBlack,403.61
West,NotMetropolitanArea,4,12,NotBlack,96.37
Midwest,NotMetropolitanArea,28,12,NotBlack,171.47
South,MetropolitanArea,2,14,NotBlack,470.31
West,NotMetropolitanArea,5,12,NotBlack,165.43
Northeast,MetropolitanArea,2,12,NotBlack,356.13
Northeast,MetropolitanArea,9,12,NotBlack,395.06
South,NotMetropolitanArea,20,18,NotBlack,669.14
South,MetropolitanArea,15,12,NotBlack,641.03
Midwest,MetropolitanArea,13,13,NotBlack,356.13
Northeast,MetropolitanArea,8,12,NotBlack,854.7
Northeast,MetropolitanArea,51,6,NotBlack,308.64
Midwest,NotMetropolitanArea,22,12,NotBlack,804.84
Northeast,MetropolitanArea,47,12,NotBlack,679.01
Northeast,MetropolitanArea,27,12,NotBlack,522.32
West,MetropolitanArea,10,16,NotBlack,493.83
Northeast,MetropolitanArea,7,12,NotBlack,498.58
Midwest,NotMetropolitanArea,25,10,NotBlack,712.25
South,MetropolitanArea,17,18,NotBlack,685.55
West,MetropolitanArea,18,16,NotBlack,1282.05
Northeast,MetropolitanArea,13,12,NotBlack,579.49
Midwest,NotMetropolitanArea,4,12,NotBlack,166.19
Midwest,NotMetropolitanArea,13,14,NotBlack,356.13
West,MetropolitanArea,21,16,NotBlack,427.35
West,MetropolitanArea,21,17,NotBlack,1498.1
Midwest,MetropolitanArea,25,16,NotBlack,949.67
South,MetropolitanArea,11,12,NotBlack,676.64
Midwest,MetropolitanArea,16,18,NotBlack,1066
West,MetropolitanArea,13,6,NotBlack,166.19
West,MetropolitanArea,29,14,NotBlack,925.93
Northeast,MetropolitanArea,19,12,NotBlack,284.9
South,MetropolitanArea,33,11,NotBlack,830.96
Midwest,NotMetropolitanArea,36,11,NotBlack,474.83
Northeast,MetropolitanArea,34,16,NotBlack,795.35
South,MetropolitanArea,22,10,Black,569.8
Midwest,MetropolitanArea,13,11,NotBlack,345.68
Midwest,MetropolitanArea,22,13,NotBlack,593.54
Midwest,NotMetropolitanArea,32,16,NotBlack,1946.82
South,NotMetropolitanArea,15,12,NotBlack,237.42
South,MetropolitanArea,2,12,NotBlack,228.13
Midwest,NotMetropolitanArea,28,16,NotBlack,188.46
Northeast,MetropolitanArea,11,18,NotBlack,973.41
South,MetropolitanArea,17,15,Black,593.54
Northeast,MetropolitanArea,35,12,NotBlack,641.98
South,NotMetropolitanArea,10,10,Black,164.61
Northeast,MetropolitanArea,5,14,NotBlack,676.64
Midwest,NotMetropolitanArea,0,15,NotBlack,246.91
South,MetropolitanArea,8,12,NotBlack,208.33
Midwest,MetropolitanArea,11,18,NotBlack,617.28
Northeast,MetropolitanArea,5,12,NotBlack,403.61
South,NotMetropolitanArea,30,5,Black,233.71
South,MetropolitanArea,27,12,NotBlack,261.16
South,MetropolitanArea,3,13,NotBlack,356.13
Midwest,NotMetropolitanArea,23,14,NotBlack,721.3
Northeast,MetropolitanArea,32,14,NotBlack,522.32
Midwest,NotMetropolitanArea,2,12,NotBlack,308.64
West,NotMetropolitanArea,2,14,NotBlack,275.4
West,MetropolitanArea,14,13,NotBlack,759.73
Northeast,NotMetropolitanArea,47,13,NotBlack,1115.86
Northeast,MetropolitanArea,16,12,NotBlack,395.06
South,MetropolitanArea,31,16,NotBlack,1175.21
South,NotMetropolitanArea,18,7,NotBlack,296.3
West,MetropolitanArea,33,12,Black,427.35
Northeast,MetropolitanArea,9,13,NotBlack,427.35
Midwest,MetropolitanArea,43,12,NotBlack,949.67
Midwest,MetropolitanArea,36,18,NotBlack,645.34
Midwest,MetropolitanArea,11,14,Black,430.67
Midwest,MetropolitanArea,0,12,NotBlack,395.57
West,NotMetropolitanArea,11,12,NotBlack,474.83
West,NotMetropolitanArea,10,14,NotBlack,71.23
West,MetropolitanArea,3,12,Black,498.58
Midwest,MetropolitanArea,15,17,NotBlack,1187.08
Midwest,NotMetropolitanArea,39,12,NotBlack,951.65
South,MetropolitanArea,17,12,Black,474.83
West,MetropolitanArea,13,13,NotBlack,280.64
South,MetropolitanArea,1,16,NotBlack,451.09
West,NotMetropolitanArea,33,14,NotBlack,1034.9
West,MetropolitanArea,14,14,NotBlack,902.18
Northeast,MetropolitanArea,51,12,NotBlack,830.48
West,MetropolitanArea,44,12,NotBlack,997.15
Northeast,MetropolitanArea,13,12,NotBlack,759.73
South,NotMetropolitanArea,47,8,NotBlack,1092.12
West,MetropolitanArea,0,13,NotBlack,151.52
Northeast,MetropolitanArea,36,12,NotBlack,712.25
Northeast,MetropolitanArea,37,17,NotBlack,925.93
Northeast,MetropolitanArea,42,13,NotBlack,1543.21
Midwest,MetropolitanArea,28,18,NotBlack,807.22
West,MetropolitanArea,22,16,NotBlack,593.54
South,NotMetropolitanArea,47,12,NotBlack,902.18
West,MetropolitanArea,1,16,NotBlack,237.42
South,NotMetropolitanArea,23,12,NotBlack,403.61
West,MetropolitanArea,6,12,Black,277.18
South,MetropolitanArea,3,17,NotBlack,451.09
South,MetropolitanArea,29,12,Black,498.58
Northeast,MetropolitanArea,36,12,NotBlack,320.51
Northeast,MetropolitanArea,28,12,NotBlack,1037.27
West,MetropolitanArea,19,18,NotBlack,1068.38
Midwest,MetropolitanArea,27,12,Black,664.77
Midwest,NotMetropolitanArea,3,12,NotBlack,159.07
Northeast,MetropolitanArea,13,12,NotBlack,712.25
South,MetropolitanArea,25,18,NotBlack,1234.57
South,MetropolitanArea,14,12,NotBlack,419.75
Northeast,NotMetropolitanArea,11,12,NotBlack,534.19
Midwest,MetropolitanArea,9,12,NotBlack,403.61
Midwest,NotMetropolitanArea,16,13,NotBlack,334.16
Northeast,MetropolitanArea,19,18,NotBlack,1899.34
Midwest,NotMetropolitanArea,43,12,NotBlack,379.87
South,MetropolitanArea,14,17,NotBlack,712.25
West,MetropolitanArea,13,12,NotBlack,403.61
South,NotMetropolitanArea,14,12,NotBlack,854.7
Midwest,MetropolitanArea,1,16,NotBlack,699.59
Northeast,NotMetropolitanArea,3,12,NotBlack,451.09
West,MetropolitanArea,30,15,NotBlack,668.72
Midwest,NotMetropolitanArea,34,12,NotBlack,725.55
West,MetropolitanArea,7,18,NotBlack,641.03
Midwest,MetropolitanArea,21,16,NotBlack,1210.83
Midwest,NotMetropolitanArea,3,12,NotBlack,342.94
Northeast,MetropolitanArea,11,13,NotBlack,617.28
Midwest,MetropolitanArea,21,12,NotBlack,712.25
Northeast,MetropolitanArea,13,13,NotBlack,864.2
Midwest,NotMetropolitanArea,27,12,NotBlack,282.92
South,MetropolitanArea,34,18,NotBlack,522.32
Northeast,MetropolitanArea,3,12,NotBlack,284.9
South,MetropolitanArea,28,14,NotBlack,427.35
Northeast,MetropolitanArea,10,12,NotBlack,324.38
South,MetropolitanArea,13,12,Black,483.62
Northeast,MetropolitanArea,3,17,NotBlack,1028.81
South,MetropolitanArea,4,13,NotBlack,230.03
Northeast,MetropolitanArea,28,12,NotBlack,1115.86
Northeast,MetropolitanArea,25,18,NotBlack,997.15
Northeast,MetropolitanArea,21,12,NotBlack,484.14
South,MetropolitanArea,29,4,NotBlack,231.48
South,MetropolitanArea,44,16,NotBlack,1131.69
West,MetropolitanArea,22,17,NotBlack,1139.6
South,NotMetropolitanArea,25,9,NotBlack,807.22
South,MetropolitanArea,11,12,NotBlack,360.08
South,MetropolitanArea,1,15,Black,501.54
Midwest,MetropolitanArea,29,12,NotBlack,830.96
South,MetropolitanArea,19,18,NotBlack,1092.12
South,MetropolitanArea,38,14,NotBlack,1220.77
Northeast,MetropolitanArea,10,16,NotBlack,458.55
Midwest,NotMetropolitanArea,15,11,NotBlack,712.25
Midwest,MetropolitanArea,39,12,NotBlack,1037.04
South,MetropolitanArea,12,12,Black,546.06
South,MetropolitanArea,30,12,NotBlack,451.09
Midwest,MetropolitanArea,8,12,NotBlack,403.61
Midwest,MetropolitanArea,34,12,NotBlack,712.25
Northeast,MetropolitanArea,8,12,NotBlack,515.62
South,MetropolitanArea,33,12,NotBlack,537.99
South,MetropolitanArea,10,13,Black,118.71
Northeast,MetropolitanArea,22,12,Black,554.3
Northeast,MetropolitanArea,8,12,NotBlack,514.4
Midwest,NotMetropolitanArea,9,12,NotBlack,571.29
South,MetropolitanArea,19,12,NotBlack,379.87
West,MetropolitanArea,27,12,NotBlack,382.98
South,MetropolitanArea,27,10,Black,759.73
Northeast,NotMetropolitanArea,3,12,NotBlack,296.3
South,NotMetropolitanArea,6,12,Black,332.38
West,MetropolitanArea,8,15,NotBlack,778.73
Northeast,MetropolitanArea,7,12,NotBlack,569.8
Midwest,MetropolitanArea,32,18,NotBlack,1187.08
Northeast,MetropolitanArea,1,12,NotBlack,160.49
Midwest,NotMetropolitanArea,5,12,NotBlack,200.66
South,MetropolitanArea,30,14,NotBlack,997.15
Midwest,NotMetropolitanArea,14,12,NotBlack,878.44
South,MetropolitanArea,32,9,NotBlack,735.99
West,NotMetropolitanArea,4,17,NotBlack,443.97
West,MetropolitanArea,4,15,NotBlack,356.13
West,MetropolitanArea,35,6,NotBlack,271.6
South,NotMetropolitanArea,7,16,NotBlack,759.73
South,MetropolitanArea,19,12,NotBlack,539.68
South,NotMetropolitanArea,9,12,NotBlack,175.69
South,MetropolitanArea,11,16,NotBlack,591.17
West,NotMetropolitanArea,6,12,NotBlack,143.95
West,MetropolitanArea,8,16,NotBlack,1543.21
Northeast,MetropolitanArea,5,13,NotBlack,486.7
Northeast,MetropolitanArea,17,18,NotBlack,878.44
South,NotMetropolitanArea,29,12,NotBlack,664.77
West,MetropolitanArea,15,16,NotBlack,700.38
Midwest,MetropolitanArea,19,12,NotBlack,810.25
Northeast,MetropolitanArea,11,16,NotBlack,949.67
South,MetropolitanArea,27,12,NotBlack,826.99
West,NotMetropolitanArea,15,14,NotBlack,546.06
South,MetropolitanArea,42,12,NotBlack,712.25
Northeast,MetropolitanArea,35,12,NotBlack,593.54
Northeast,MetropolitanArea,2,14,NotBlack,555.56
Northeast,MetropolitanArea,42,15,Black,1201.33
South,MetropolitanArea,22,12,NotBlack,578.06
South,MetropolitanArea,0,14,NotBlack,166.19
Midwest,MetropolitanArea,10,14,NotBlack,652.9
South,MetropolitanArea,29,18,NotBlack,830.96
West,NotMetropolitanArea,6,16,NotBlack,427.35
Northeast,MetropolitanArea,9,16,NotBlack,522.32
Northeast,MetropolitanArea,21,16,NotBlack,1495.73
Midwest,MetropolitanArea,3,12,NotBlack,444.44
South,MetropolitanArea,13,14,Black,403.61
West,MetropolitanArea,13,7,NotBlack,237.42
South,MetropolitanArea,29,7,NotBlack,379.87
South,MetropolitanArea,21,14,NotBlack,1040.17
South,MetropolitanArea,41,12,NotBlack,488.68
Midwest,NotMetropolitanArea,26,12,NotBlack,546.06
Northeast,MetropolitanArea,43,12,NotBlack,451.09
South,MetropolitanArea,40,12,NotBlack,474.83
South,MetropolitanArea,5,17,NotBlack,949.67
West,MetropolitanArea,27,16,NotBlack,1234.57
South,MetropolitanArea,22,12,NotBlack,569.8
West,MetropolitanArea,12,16,NotBlack,332.38
Northeast,NotMetropolitanArea,20,14,NotBlack,997.15
Northeast,MetropolitanArea,4,15,NotBlack,1234.57
Midwest,MetropolitanArea,14,12,NotBlack,820.54
South,MetropolitanArea,12,12,NotBlack,344.25
West,MetropolitanArea,7,11,NotBlack,320.51
Midwest,MetropolitanArea,17,16,NotBlack,593.54
Midwest,MetropolitanArea,17,14,NotBlack,493.83
West,MetropolitanArea,31,10,NotBlack,735.99
Northeast,MetropolitanArea,4,14,NotBlack,427.35
South,MetropolitanArea,30,16,NotBlack,593.54
Midwest,MetropolitanArea,16,18,NotBlack,1187.08
South,MetropolitanArea,10,12,NotBlack,240.74
South,MetropolitanArea,40,9,NotBlack,113.17
South,NotMetropolitanArea,30,12,NotBlack,641.03
West,MetropolitanArea,21,14,NotBlack,1020.89
Northeast,MetropolitanArea,30,0,NotBlack,308.64
Northeast,MetropolitanArea,21,10,NotBlack,552.1
West,MetropolitanArea,25,18,NotBlack,866.57
West,MetropolitanArea,21,6,NotBlack,356.13
South,NotMetropolitanArea,28,14,NotBlack,735.99
Northeast,MetropolitanArea,26,10,NotBlack,902.08
South,MetropolitanArea,35,8,NotBlack,532.59
Northeast,NotMetropolitanArea,38,12,NotBlack,237.42
South,NotMetropolitanArea,3,12,NotBlack,356.13
West,NotMetropolitanArea,56,5,NotBlack,284.9
West,NotMetropolitanArea,9,12,NotBlack,555.56
South,NotMetropolitanArea,41,12,NotBlack,593.54
South,NotMetropolitanArea,4,12,NotBlack,222.76
West,MetropolitanArea,10,15,NotBlack,308.64
South,MetropolitanArea,47,10,NotBlack,617.28
Northeast,MetropolitanArea,8,8,NotBlack,189.93
South,MetropolitanArea,19,16,NotBlack,1424.5
West,MetropolitanArea,6,12,NotBlack,1341.92
Northeast,MetropolitanArea,44,12,NotBlack,629.15
South,MetropolitanArea,15,12,Black,474.83
Midwest,MetropolitanArea,28,9,NotBlack,925.93
Northeast,NotMetropolitanArea,17,12,NotBlack,754.99
West,MetropolitanArea,5,12,NotBlack,474.83
Midwest,MetropolitanArea,13,18,NotBlack,664.77
West,NotMetropolitanArea,4,12,NotBlack,189.93
South,NotMetropolitanArea,7,12,Black,329.77
South,MetropolitanArea,32,18,NotBlack,2374.15
Midwest,NotMetropolitanArea,15,13,NotBlack,474.83
South,MetropolitanArea,6,11,NotBlack,284.9
Midwest,MetropolitanArea,5,13,NotBlack,415.48
Midwest,MetropolitanArea,23,12,NotBlack,379.19
Midwest,NotMetropolitanArea,28,13,NotBlack,863.98
Midwest,MetropolitanArea,30,10,NotBlack,2012.35
West,NotMetropolitanArea,16,9,NotBlack,316.85
Northeast,MetropolitanArea,38,9,Black,498.58
South,MetropolitanArea,9,12,Black,356.13
West,MetropolitanArea,8,14,NotBlack,522.32
Midwest,MetropolitanArea,10,13,NotBlack,754.99
South,MetropolitanArea,20,15,NotBlack,830.96
Midwest,MetropolitanArea,52,9,NotBlack,485.8
Midwest,MetropolitanArea,7,12,Black,257.42
West,MetropolitanArea,14,12,NotBlack,493.83
West,MetropolitanArea,2,11,NotBlack,345.68
South,MetropolitanArea,27,14,NotBlack,712.25
West,NotMetropolitanArea,15,18,NotBlack,1187.08
Midwest,NotMetropolitanArea,38,18,NotBlack,130.58
West,NotMetropolitanArea,16,12,NotBlack,1028.81
South,MetropolitanArea,21,13,NotBlack,735.99
Midwest,MetropolitanArea,20,17,NotBlack,488.13
Northeast,MetropolitanArea,28,6,Black,1024.66
Northeast,NotMetropolitanArea,2,14,NotBlack,395.06
South,MetropolitanArea,9,18,NotBlack,644.44
South,MetropolitanArea,21,14,NotBlack,712.25
South,MetropolitanArea,36,12,Black,546.06
West,NotMetropolitanArea,15,12,NotBlack,522.32
Northeast,MetropolitanArea,16,18,NotBlack,1899.34
South,NotMetropolitanArea,32,10,NotBlack,456.79
South,MetropolitanArea,15,12,NotBlack,577.02
West,MetropolitanArea,13,6,NotBlack,213.68
Midwest,MetropolitanArea,21,16,NotBlack,679.01
South,MetropolitanArea,44,12,NotBlack,617.28
West,NotMetropolitanArea,35,13,NotBlack,352.73
West,NotMetropolitanArea,24,12,NotBlack,712.25
Midwest,NotMetropolitanArea,17,14,NotBlack,342.28
Midwest,NotMetropolitanArea,16,18,NotBlack,785.63
West,MetropolitanArea,18,12,NotBlack,330.01
Midwest,NotMetropolitanArea,5,12,NotBlack,142.45
South,MetropolitanArea,44,12,NotBlack,854.7
West,MetropolitanArea,18,12,NotBlack,925.93
West,NotMetropolitanArea,17,15,NotBlack,569.8
Midwest,NotMetropolitanArea,42,12,NotBlack,511.82
South,NotMetropolitanArea,21,12,NotBlack,925.93
South,MetropolitanArea,14,18,NotBlack,805.18
Northeast,MetropolitanArea,18,13,NotBlack,569.8
West,MetropolitanArea,43,16,NotBlack,728.77
West,MetropolitanArea,19,16,Black,997.15
Northeast,MetropolitanArea,45,18,NotBlack,1139.6
Midwest,MetropolitanArea,5,16,Black,569.8
Northeast,NotMetropolitanArea,27,12,NotBlack,783.48
South,MetropolitanArea,1,12,NotBlack,189.93
West,MetropolitanArea,16,17,NotBlack,759.73
South,MetropolitanArea,11,12,NotBlack,824.07
South,MetropolitanArea,16,17,NotBlack,194.68
South,MetropolitanArea,12,13,NotBlack,308.64
West,MetropolitanArea,17,16,NotBlack,1604.94
Northeast,MetropolitanArea,48,10,NotBlack,759.73
Northeast,MetropolitanArea,19,13,NotBlack,949.67
West,NotMetropolitanArea,22,16,NotBlack,759.73
Northeast,MetropolitanArea,16,12,NotBlack,370.37
Northeast,MetropolitanArea,33,12,NotBlack,569.8
Northeast,MetropolitanArea,26,18,NotBlack,1543.21
Northeast,MetropolitanArea,18,13,NotBlack,641.03
South,MetropolitanArea,42,8,NotBlack,77.28
South,MetropolitanArea,35,17,NotBlack,2018.04
South,MetropolitanArea,4,18,NotBlack,1132.48
Northeast,MetropolitanArea,14,16,NotBlack,1424.5
Northeast,NotMetropolitanArea,0,14,NotBlack,493.83
South,MetropolitanArea,11,12,NotBlack,270.06
South,MetropolitanArea,20,15,NotBlack,492.05
Northeast,MetropolitanArea,44,14,NotBlack,546.06
Midwest,NotMetropolitanArea,21,13,NotBlack,474.83
South,MetropolitanArea,9,18,Black,1187.08
West,NotMetropolitanArea,1,14,NotBlack,384.09
Midwest,NotMetropolitanArea,20,18,NotBlack,949.67
West,MetropolitanArea,19,14,NotBlack,949.67
Midwest,MetropolitanArea,30,7,NotBlack,237.42
Midwest,MetropolitanArea,44,12,NotBlack,759.73
South,MetropolitanArea,29,5,NotBlack,237.42
West,MetropolitanArea,11,17,NotBlack,660.02
Northeast,MetropolitanArea,4,12,NotBlack,712.25
Midwest,NotMetropolitanArea,32,18,NotBlack,688.51
Midwest,NotMetropolitanArea,12,12,NotBlack,525.35
South,NotMetropolitanArea,15,6,NotBlack,277.78
West,MetropolitanArea,22,6,NotBlack,384.62
