Gene,GeneName,pValue
944,AT5G35950,0.602286795
945,AT5G36110,0.001838473
946,AT5G37060,0.351234317
947,AT5G37160,0.866331732
948,AT5G37330,0.866331732
949,AT5G37732,0.351234317
950,AT5G38030,0.602286795
951,AT5G39240,0.033594195
952,AT5G39550,0.704988744
953,AT5G39630,0.001838473
954,AT5G39680,0.002234801
955,AT5G39720,0.116545293
956,AT5G39820,0.088765238
957,AT5G39870,0.420318232
958,AT5G40590,0.001838473
959,AT5G40800,0.001838473
960,AT5G41290,0.704983802
961,AT5G41401,0.351234317
962,AT5G42965,0.602286795
963,AT5G44880,0.320770725
964,AT5G44920,0.704983802
965,AT5G45320,0.046531557
966,AT5G46320,0.001838473
967,AT5G46360,0.116545293
968,AT5G46915,0.320770725
969,AT5G47815,0.025405971
970,AT5G48950,0.088765238
971,AT5G49250,0.033594195
972,AT5G49490,0.001838473
973,AT5G50910,0.001838473
974,AT5G52930,0.801582308
975,AT5G53210,0.025405971
976,AT5G53820,0.704983802
977,AT5G53895,0.249111712
978,AT5G56450,0.866331732
979,AT5G56720,0.792385014
980,AT5G58400,0.176007536
981,AT5G63090,0.004529119
982,AT5G63225,0.033594195
983,AT5G63390,0.351234317
984,AT5G63580,0.704983802
985,AT5G63820,0.116545293
986,AT5G64630,0.351234317
987,AT5G64720,0.001838473
988,AT5G64790,0.051084902
989,AT5G66000,0.025405971
990,AT5G66280,0.088765238
991,AT5G66580,0.320770725
992,AT5G66650,0.051084902
993,AT5G67410,0.24912674
994,AT5G67411,0.602286795
995,AT1G02060,0.277214373
996,AT1G02550,0.000867545
997,AT1G02650,0.147988378
998,AT1G02670,0.000867545
999,AT1G05894,0.000867545
1000,AT1G06420,0.088741966
1001,AT1G06740,0.147977267
1002,AT1G07473,0.000867545
1003,AT1G07985,0.000867545
1004,AT1G08320,0.035865726
1005,AT1G08500,0.47716847
1006,AT1G09176,1
1007,AT1G09890,0.29363547
1008,AT1G10330,0.331714043
1009,AT1G11100,0.277214373
1010,AT1G11570,0.031540739
1011,AT1G13300,0.370593184
1012,AT1G13590,0.551060326
1013,AT1G16480,0.05201617
1014,AT1G16520,0.035865726
1015,AT1G16550,0.477172377
1016,AT1G16820,0.678600632
1017,AT1G17910,0.477210306
1018,AT1G18350,0.024458733
1019,AT1G18990,0.000867545
1020,AT1G19070,0.05201617
1021,AT1G19510,0.195802546
1022,AT1G19560,0.551060326
1023,AT1G20610,0.031540739
1024,AT1G23070,0.000867545
1025,AT1G26760,0.254056343
1026,AT1G27820,0.000867545
1027,AT1G28002,0.477210306
1028,AT1G28690,0.678600632
1029,AT1G29630,0.477167359
1030,AT1G31040,0.331714043
1031,AT1G32720,0.000867545
1032,AT1G33000,0.477210306
1033,AT1G34281,0.477210306
1034,AT1G34580,0.370593184
1035,AT1G35610,0.551060326
1036,AT1G35690,0.477210306
1037,AT1G36600,0.678600632
1038,AT1G36795,0.035865726
1039,AT1G36936,0.477210306
1040,AT1G37063,0.035865726
1041,AT1G37340,0.000595219
1042,AT1G38450,0.422073666
1043,AT1G42570,1
1044,AT1G43780,0.477210306
1045,AT1G43950,0.551060326
1046,AT1G44608,0.000867545
1047,AT1G47389,0.000867545
1048,AT1G47950,1
1049,AT1G48260,0.195802546
1050,AT1G48560,0.611694746
1051,AT1G48600,0.370593184
1052,AT1G48990,0.331714043
1053,AT1G51210,0.477210306
1054,AT1G52155,0.116326122
1055,AT1G52315,0.477150582
1056,AT1G52640,0.254056343
1057,AT1G52900,0.001370355
1058,AT1G53260,0.116326122
1059,AT1G55700,1
1060,AT1G56555,0.331714043
1061,AT1G57840,0.116326122
1062,AT1G57943,1
1063,AT1G62270,0.477210306
1064,AT1G62360,1
1065,AT1G62930,0.66272685
1066,AT1G63410,0.551060326
1067,AT1G65670,0.551060326
1068,AT1G65890,0.66272685
1069,AT1G66600,0.024458733
1070,AT1G68875,0.035865726
1071,AT1G70500,0.551188651
1072,AT1G70680,0.000720009
1073,AT1G72860,0.999999884
1074,AT1G72870,0.477210306
1075,AT1G74080,0.999999884
1076,AT1G74220,0.331714043
1077,AT1G75610,0.477210306
1078,AT1G76190,0.05201617
1079,AT1G76250,0.000595219
1080,AT1G76610,0.66272685
1081,AT2G01120,0.031540739
1082,AT2G01530,0.66272685
1083,AT2G01990,0.147977267
1084,AT2G02240,0.514395714
1085,AT2G03830,0.331714043
1086,AT2G03990,0.29363547
1087,AT2G04235,0.47716847
1088,AT2G04840,0.195802546
1089,AT2G04860,0.551060326
1090,AT2G05660,0.331714043
1091,AT2G05765,0.477210306
1092,AT2G05985,0.000867545
1093,AT2G05995,0.999999952
1094,AT2G07020,0.551060326
1095,AT2G07240,1
1096,AT2G07777,0.370593184
1097,AT2G10250,0.66272685
1098,AT2G12420,0.477210306
1099,AT2G12650,0.331714043
1100,AT2G14540,0.05201617
1101,AT2G14840,0.477210306
1102,AT2G15120,0.331714043
1103,AT2G15130,0.005437859
1104,AT2G15920,0.05201617
1105,AT2G16040,0.000867545
1106,AT2G18360,0.477210306
1107,AT2G19240,0.195802546
1108,AT2G19893,0.000867545
1109,AT2G19910,0.331714043
1110,AT2G20870,0.514395714
1111,AT2G21430,0.147988378
1112,AT2G21720,0.165170162
1113,AT2G22960,0.66272685
1114,AT2G23250,0.000867545
1115,AT2G23590,0.678600632
1116,AT2G24140,0.551060326
1117,AT2G25440,0.088741966
1118,AT2G26010,0.165170162
1119,AT2G26220,0.999982782
1120,AT2G26420,0.331714043
1121,AT2G26760,1
1122,AT2G27700,0.000867545
1123,AT2G28960,0.477210306
1124,AT2G29620,0.47716847
1125,AT2G32120,0.000595219
1126,AT2G33080,0.613462425
1127,AT2G34190,0.026059855
1128,AT2G34220,0.331714043
1129,AT2G35300,0.370593184
1130,AT2G35950,0.370593184
1131,AT2G36640,0.551060326
1132,AT2G37370,0.678600632
1133,AT2G37510,0.477150582
1134,AT2G37700,0.477210306
1135,AT2G40160,0.088741966
1136,AT2G40220,0.05201617
1137,AT2G41178,0.477210306
1138,AT2G42510,0.613462425
1139,AT2G43960,0.678600632
1140,AT2G45430,0.000867545
1141,AT2G46300,0.551060326
1142,AT2G46990,0.613462425
1143,AT2G47020,0.370593184
1144,AT2G48090,0.254056343
1145,AT3G04140,0.551060326
1146,AT3G04200,0.000720009
1147,AT3G04445,0.000867545
1148,AT3G04570,0.331714043
1149,AT3G05152,1
1150,AT3G06990,0.035865726
1151,AT3G07290,0.277214373
1152,AT3G07920,0.000867545
1153,AT3G07970,0.024458733
1154,AT3G09915,0.000867545
1155,AT3G13405,0.000867545
1156,AT3G13590,0.031540739
1157,AT3G13677,0.496617854
1158,AT3G15250,0.165170162
1159,AT3G15534,1
1160,AT3G15740,0.277214373
1161,AT3G15800,0.195802546
1162,AT3G16390,0.147988378
1163,AT3G16600,0.000867545
1164,AT3G16890,0.15370752
1165,AT3G17520,0.477172377
1166,AT3G18970,0.254056343
1167,AT3G19300,0.002969208
1168,AT3G20580,0.551060326
1169,AT3G25990,1
1170,AT3G28705,0.331714043
1171,AT3G28915,0.66272685
1172,AT3G29710,0.031540739
1173,AT3G30260,0.000867545
1174,AT3G30585,1
1175,AT3G30716,1
1176,AT3G30803,0.024458733
1177,AT3G30837,0.477210306
1178,AT3G32033,0.678600632
1179,AT3G32373,0.551060326
1180,AT3G32415,0.551060326
1181,AT3G32475,0.477210306
1182,AT3G33178,0.000867545
1183,AT3G33585,0.000867545
1184,AT3G42320,0.05201617
1185,AT3G42470,0.000867545
1186,AT3G42725,0.613462425
1187,AT3G43123,0.000867545
1188,AT3G43355,0.66272685
1189,AT3G43990,0.551060326
1190,AT3G45760,0.000867545
1191,AT3G53220,0.999999884
1192,AT3G54310,0.000595219
1193,AT3G54340,1
1194,AT3G58340,0.551060326
1195,AT3G61175,0.000867545
1196,AT3G61450,0.613462425
1197,AT3G61720,0.331714043
1198,AT3G62160,0.116326122
1199,AT3G62280,0.000720009
1200,AT3G62460,0.47716847
1201,AT3G63445,0.422073666
1202,AT4G02485,0.47716847
1203,AT4G03100,1
1204,AT4G03130,0.05201617
1205,AT4G04110,0.088741966
1206,AT4G04120,0.477210306
1207,AT4G04293,0.165170162
1208,AT4G04310,0.000867545
1209,AT4G05030,0.000720009
1210,AT4G05200,0.551060326
1211,AT4G05505,0.035865726
1212,AT4G05570,1
1213,AT4G06608,1
1214,AT4G06670,0.477210306
1215,AT4G08090,0.05201617
1216,AT4G08114,0.331714043
1217,AT4G08490,0.331714043
1218,AT4G08780,0.331714043
1219,AT4G09649,0.05201617
1220,AT4G10150,0.031540739
1221,AT4G11230,0.29363547
1222,AT4G11930,0.477210306
1223,AT4G12440,0.477210306
1224,AT4G12550,0.551060326
1225,AT4G13494,0.477172377
1226,AT4G13620,0.000867545
1227,AT4G14250,0.477210306
1228,AT4G14630,0.000595219
1229,AT4G14805,0.613462425
1230,AT4G14940,0.277214373
1231,AT4G15393,1
1232,AT4G15750,0.551060326
1233,AT4G16892,0.551188651
1234,AT4G18360,0.277214373
1235,AT4G18375,0.477172377
1236,AT4G18823,0.000867545
1237,AT4G19820,0.370593184
1238,AT4G21300,0.331714043
1239,AT4G21310,0.195802546
1240,AT4G21605,0.088741966
1241,AT4G21902,0.29363547
1242,AT4G22760,0.999978913
1243,AT4G23320,0.001370355
1244,AT4G24260,1
1245,AT4G25420,0.195802546
1246,AT4G25540,0.0652642
1247,AT4G25980,0.422073666
1248,AT4G27890,0.331714043
1249,AT4G28170,0.613462425
1250,AT4G29470,0.035865726
1251,AT4G29530,0.370593184
1252,AT4G30410,0.165170162
1253,AT4G30430,0.031540739
1254,AT4G32540,0.000867545
1255,AT4G33145,0.000867545
1256,AT4G33600,1
1257,AT4G36270,0.331714043
1258,AT4G36620,1
1259,AT4G39130,0.477210306
1260,AT4G39404,0.551188651
1261,AT4G39600,0.195802546
1262,AT4G39630,0.29363547
1263,AT4G39930,0.088741966
1264,AT5G02570,0.035865726
1265,AT5G02720,0.551188651
1266,AT5G04700,0.026059855
1267,AT5G06720,0.370593184
1268,AT5G06730,0.678600632
1269,AT5G06805,1
1270,AT5G07660,0.088741966
1271,AT5G08270,0.613462425
1272,AT5G10100,0.66272685
1273,AT5G10970,0.035865726
1274,AT5G14350,0.29363547
1275,AT5G14510,0.159056478
1276,AT5G15430,0.551188651
1277,AT5G17260,0.66272685
1278,AT5G18065,0.514395714
1279,AT5G19880,0.031540739
1280,AT5G22550,0.005437859
1281,AT5G22870,0.147977267
1282,AT5G24600,0.05201617
1283,AT5G26345,0.477210306
1284,AT5G27880,0.035865726
1285,AT5G28671,0.05201617
1286,AT5G28897,0.277214373
1287,AT5G29030,0.05201617
1288,AT5G29100,0.477210306
1289,AT5G29408,0.477210306
1290,AT5G31855,0.477210306
1291,AT5G32436,0.477210306
1292,AT5G33434,1
1293,AT5G35076,0.331714043
1294,AT5G35670,0.551188651
1295,AT5G35932,0.678600632
1296,AT5G36100,0.477210306
1297,AT5G37340,0.477172377
1298,AT5G40130,0.000867545
1299,AT5G40360,0.000867545
1300,AT5G41650,0.165170162
1301,AT5G42580,0.331714043
1302,AT5G43250,0.47716847
1303,AT5G44690,0.551060326
1304,AT5G45920,0.551188651
1305,AT5G46310,0.035865726
1306,AT5G48060,1
1307,AT5G48390,0.613462425
1308,AT5G49800,0.66272685
1309,AT5G51030,0.000867545
1310,AT5G52710,0.331714043
1311,AT5G52860,0.165170162
1312,AT5G52910,0.496617854
1313,AT5G53320,0.613462425
1314,AT5G53950,0.66272685
1315,AT5G54030,0.66272685
1316,AT5G55330,0.331714043
1317,AT5G55360,0.551060326
1318,AT5G55590,0.165170162
1319,AT5G57735,0.551060326
1320,AT5G57880,0.024458733
1321,AT5G59530,0.29363547
1322,AT5G60060,0.477210306
1323,AT5G60910,0.613462425
1324,AT5G61000,0.551060326
1325,AT5G62170,0.551188651
1326,AT5G62250,0.477210306
1327,AT5G63065,0.000867545
1328,AT5G63690,0.551060326
1329,AT5G64110,0.002969208
1330,AT5G66690,0.66272685
1331,AT5G67270,0.477210306
1332,AT1G02620,0.316622865
1333,AT1G02980,0.855797547
1334,AT1G03180,0.31265907
1335,AT1G03880,0.738675158
1336,AT1G03905,0.086316521
1337,AT1G05065,0.086316521
1338,AT1G05550,0.312669201
1339,AT1G06750,0.06382416
1340,AT1G07410,0.086749771
1341,AT1G07901,0.086749771
1342,AT1G08070,0.749015426
1343,AT1G08260,0.775758832
1344,AT1G09220,0.460597598
1345,AT1G09410,0.180268484
1346,AT1G09486,0.180268484
1347,AT1G10620,0.312571842
1348,AT1G11482,0.312571842
1349,AT1G11540,0.100941967
1350,AT1G13370,0.85800864
1351,AT1G14680,0.839439931
1352,AT1G14750,0.855797547
1353,AT1G15160,0.797989147
1354,AT1G15825,0.839439931
1355,AT1G18550,0.85800864
1356,AT1G18940,0.180268484
1357,AT1G20230,0.367589317
1358,AT1G20400,0.595154361
1359,AT1G20515,0.312571841
1360,AT1G20860,0.244572593
1361,AT1G21320,0.000184632
1362,AT1G22120,0.312571842
1363,AT1G23420,0.037570184
1364,AT1G26820,0.576699228
1365,AT1G28180,0.087203441
1366,AT1G29770,0.839439931
1367,AT1G30180,0.000411982
1368,AT1G30280,0.797989147
1369,AT1G30750,0.052721584
1370,AT1G31570,0.080709462
1371,AT1G32420,0.316619136
1372,AT1G34065,0.086316521
1373,AT1G35940,0.738675158
1374,AT1G36270,0.312571842
1375,AT1G36915,0.381865778
1376,AT1G37120,0.052721584
1377,AT1G38140,0.738675158
1378,AT1G42240,0.000411982
1379,AT1G43750,0.316619136
1380,AT1G43763,0.000411982
1381,AT1G45110,0.73861241
1382,AT1G46264,0.316622865
1383,AT1G47840,0.797989147
1384,AT1G48580,0.85800864
1385,AT1G48800,0.000411982
1386,AT1G50000,0.31462379
1387,AT1G50110,0.316619136
1388,AT1G50560,0.156665574
1389,AT1G52270,0.576699228
1390,AT1G52910,0.595154361
1391,AT1G53660,0.312571841
1392,AT1G53980,0.000411982
1393,AT1G55420,0.839439931
1394,AT1G55710,0.000411982
1395,AT1G56640,0.738675158
1396,AT1G59790,0.316619136
1397,AT1G60030,0.595154361
1398,AT1G61320,0.738675158
1399,AT1G62230,0.523632866
1400,AT1G62670,0.231696839
1401,AT1G62720,0.231696839
1402,AT1G63057,0.316619136
1403,AT1G65250,0.775758832
1404,AT1G65970,0.100941967
1405,AT1G66110,0.595154361
1406,AT1G66590,0.180268484
1407,AT1G68800,0.312571841
1408,AT1G69430,0.244572593
1409,AT1G70130,0.797989147
1410,AT1G71990,0.019307283
1411,AT1G73620,0.312571841
1412,AT1G75120,0.000184632
1413,AT1G75260,0.749015426
1414,AT1G75295,0.738611738
1415,AT1G76500,0.231696839
1416,AT1G77390,0.002004776
1417,AT1G78220,0.312571841
1418,AT1G79170,0.855797547
1419,AT1G79220,0.037570184
1420,AT1G79250,0.013465124
1421,AT1G79580,0.000411982
1422,AT2G01280,0.595154361
1423,AT2G04830,0.312571841
1424,AT2G05518,0.156665574
1425,AT2G05960,0.000411982
1426,AT2G06650,0.000411982
1427,AT2G06904,0.000411982
1428,AT2G07635,0.85800864
1429,AT2G07674,0.100941967
1430,AT2G07695,0.775758832
1431,AT2G07697,0.855797547
1432,AT2G07716,0.031606884
1433,AT2G07733,0.523632866
1434,AT2G10931,0.019307283
1435,AT2G11300,0.000411982
1436,AT2G11510,0.312571842
1437,AT2G11950,0.595154361
1438,AT2G13740,0.27134112
1439,AT2G14090,0.31663099
1440,AT2G14475,0.316619136
1441,AT2G14650,0.000411982
1442,AT2G15750,0.738675158
1443,AT2G16140,0.738675158
1444,AT2G16440,0.31663099
1445,AT2G17060,0.052721584
1446,AT2G17525,0.244572593
1447,AT2G18150,0.738624318
1448,AT2G19210,0.000411982
1449,AT2G19330,0.738675158
1450,AT2G20635,0.797989147
1451,AT2G20815,0.135976788
1452,AT2G21235,0.000411982
1453,AT2G21610,0.052721584
1454,AT2G22088,0.000411982
1455,AT2G23755,0.855797547
1456,AT2G25025,0.000411982
1457,AT2G25700,0.738675158
1458,AT2G26850,0.000411982
1459,AT2G28460,0.335459554
1460,AT2G29740,0.312669201
1461,AT2G31780,0.316619136
1462,AT2G31980,0.08998844
1463,AT2G34020,0.595154361
1464,AT2G34080,0.775758832
1465,AT2G34740,0.000411982
1466,AT2G34830,0.595154361
1467,AT2G34910,0.000411982
1468,AT2G34960,0.738624318
1469,AT2G36020,0.000411982
1470,AT2G36650,0.08998844
1471,AT2G37280,0.367589317
1472,AT2G39445,0.460597598
1473,AT2G39620,0.595154361
1474,AT2G40350,0.460597598
1475,AT2G41920,0.595154361
1476,AT2G42110,0.316619136
1477,AT2G42247,0.000411982
1478,AT2G42940,0.312571842
1479,AT2G44340,0.523632866
1480,AT2G44390,0.738675158
1481,AT2G45320,0.749015426
1482,AT2G47460,0.855797547
1483,AT3G01085,0.000411982
1484,AT3G01319,0.85800864
1485,AT3G01880,0.312571841
1486,AT3G04320,0.316622865
1487,AT3G06460,0.312571841
1488,AT3G07070,0.000411982
1489,AT3G07850,0.312571842
1490,AT3G09620,0.738675158
1491,AT3G09950,0.002004776
1492,AT3G10180,0.316622865
1493,AT3G10600,0.855797547
1494,AT3G14450,0.595154361
1495,AT3G14630,0.576699228
1496,AT3G16410,0.000411982
1497,AT3G18660,0.797989147
1498,AT3G19184,0.000411982
1499,AT3G19310,0.312571841
1500,AT3G20380,0.052721584
1501,AT3G20460,0.848537879
1502,AT3G20865,0.381865778
1503,AT3G21210,0.576699228
1504,AT3G21352,0.100941967
1505,AT3G21990,0.738675158
1506,AT3G22183,0.27134112
1507,AT3G23320,0.316619136
1508,AT3G23770,0.08998844
1509,AT3G24250,0.595154361
1510,AT3G24750,0.156665574
1511,AT3G27360,0.848537879
1512,AT3G27510,0.316619136
1513,AT3G28380,0.460597598
1514,AT3G29205,0.312571842
1515,AT3G30745,0.000411982
1516,AT3G30764,0.052721584
1517,AT3G30842,0.576699228
1518,AT3G31420,0.738675158
1519,AT3G31510,0.85800864
1520,AT3G42100,0.000411982
1521,AT3G42252,0.367589317
1522,AT3G42431,0.316619136
1523,AT3G43530,0.381865778
1524,AT3G44790,0.312571841
1525,AT3G44870,0.013465124
1526,AT3G45410,0.316619136
1527,AT3G46730,0.523632866
1528,AT3G47110,0.797989147
1529,AT3G47980,0.000272866
1530,AT3G48010,0.002571502
1531,AT3G49330,0.848537879
1532,AT3G49950,0.738619766
1533,AT3G50230,0.156665574
1534,AT3G50620,0.367589317
1535,AT3G50980,0.052721584
1536,AT3G51910,0.85800864
1537,AT3G52020,0.316619136
1538,AT3G53480,0.231696839
1539,AT3G54530,0.000411982
1540,AT3G55220,0.100941967
1541,AT3G55490,0.08998844
1542,AT3G57586,0.576699228
1543,AT3G58360,0.312571841
1544,AT3G58650,0.000411982
1545,AT3G59430,0.244572593
1546,AT3G59610,0.312571841
1547,AT3G60050,0.775758832
1548,AT3G60170,0.156665574
1549,AT4G00910,0.316619136
1550,AT4G02160,0.797989147
1551,AT4G02871,0.316619136
1552,AT4G03760,0.000411982
1553,AT4G04423,0.460597598
1554,AT4G04495,0.000411982
1555,AT4G05210,0.738675158
1556,AT4G05470,0.000411982
1557,AT4G06553,0.576699228
1558,AT4G06615,0.85800864
1559,AT4G06640,0.738632915
1560,AT4G06660,0.738675158
1561,AT4G06738,0.037570184
1562,AT4G09780,0.316619136
1563,AT4G09840,0.316619136
1564,AT4G10650,0.335459554
1565,AT4G11780,0.595154361
1566,AT4G12005,0.738634303
1567,AT4G13120,0.460597598
1568,AT4G13195,0.156665574
1569,AT4G13330,0.855797547
1570,AT4G13442,0.000411982
1571,AT4G14180,0.460597598
1572,AT4G14310,0.087203441
1573,AT4G14330,0.738675158
1574,AT4G15215,0.335459554
1575,AT4G15430,0.855797547
1576,AT4G15950,0.316622865
1577,AT4G16050,0.316619136
1578,AT4G17660,0.001114407
1579,AT4G18150,0.839439931
1580,AT4G18190,0.381865778
1581,AT4G20210,0.000411982
1582,AT4G21420,0.595154361
1583,AT4G21730,0.31663099
1584,AT4G21930,0.132640186
1585,AT4G22520,0.156665574
1586,AT4G24580,0.595154361
1587,AT4G26730,0.006543768
1588,AT4G27140,0.316619136
1589,AT4G27550,0.738675158
1590,AT4G28410,0.312571842
1591,AT4G28560,0.576699228
1592,AT4G30070,0.000411982
1593,AT4G31680,0.848537879
1594,AT4G31840,0.132640186
1595,AT4G32630,0.013465124
1596,AT4G33840,0.738675158
1597,AT4G34520,0.000411982
1598,AT4G35030,0.738675158
1599,AT4G35730,0.019307283
1600,AT4G39364,0.738675158
1601,AT5G01630,0.738675158
1602,AT5G02370,0.421054225
1603,AT5G02950,0.114514559
1604,AT5G04690,0.000184632
1605,AT5G07060,0.037570184
1606,AT5G07620,0.312669201
1607,AT5G07880,0.000411982
1608,AT5G09490,0.000411982
1609,AT5G09570,0.316619136
1610,AT5G09750,0.06382416
1611,AT5G09978,0.316619136
1612,AT5G10250,0.316619136
1613,AT5G14070,0.000411982
1614,AT5G15546,0.316619136
1615,AT5G15630,0.381865778
1616,AT5G16020,0.595154361
1617,AT5G16340,0.003361124
1618,AT5G17110,0.738675158
1619,AT5G18030,0.314618579
1620,AT5G18840,0.000411982
1621,AT5G19410,0.839439931
1622,AT5G20850,0.381865778
1623,AT5G23320,0.012913828
1624,AT5G23350,0.738624318
1625,AT5G24205,0.000411982
1626,AT5G24240,0.006543768
1627,AT5G24540,0.460597598
1628,AT5G24560,0.738675158
1629,AT5G24880,0.460597598
1630,AT5G25475,0.460597598
1631,AT5G25750,0.85800864
1632,AT5G26200,0.421054225
1633,AT5G26700,0.312571842
1634,AT5G26848,0.316619136
1635,AT5G27630,0.738611738
1636,AT5G27870,0.335459554
1637,AT5G28080,0.312571841
1638,AT5G28145,0.855797547
1639,AT5G28340,0.523632866
1640,AT5G28623,0.000411982
1641,AT5G28646,0.156665574
1642,AT5G32386,0.595154361
1643,AT5G33330,0.000411982
1644,AT5G34623,0.738675158
1645,AT5G35116,0.231696839
1646,AT5G35205,0.738675158
1647,AT5G35940,0.848537879
1648,AT5G36937,0.052721584
1649,AT5G37474,0.000411982
1650,AT5G37860,0.316619136
1651,AT5G38310,0.000411982
1652,AT5G38400,0.000272866
1653,AT5G39865,0.85800864
1654,AT5G40405,0.316622865
1655,AT5G41280,0.381865778
1656,AT5G42200,0.086749771
1657,AT5G43080,0.27134112
1658,AT5G43185,0.312571841
1659,AT5G43415,0.500962665
1660,AT5G43530,0.316619136
1661,AT5G44440,0.000411982
1662,AT5G44850,0.312571841
1663,AT5G45090,0.460597598
1664,AT5G45116,0.738675158
1665,AT5G45790,0.180268484
1666,AT5G45850,0.595154361
1667,AT5G46090,0.312669201
1668,AT5G46295,0.114514559
1669,AT5G46500,0.738611738
1670,AT5G47300,0.000411982
1671,AT5G48490,0.231696839
1672,AT5G49465,0.08998844
1673,AT5G49615,0.000411982
1674,AT5G51174,0.312571842
1675,AT5G51310,0.316619136
1676,AT5G51610,0.052721584
