Region,MetropolitanStatus,Age,EducationCategory,EducationCode,Race,WeeklyEarnings
South,Metropolitan,60,HighSchoolDiploma,39,White,961.53
West,Metropolitan,48,BachelorsDegree,43,White,2884.61
Midwest,Metropolitan,43,AssocDegOccupVocat,41,White,808
Northeast,Not Metropolitan,49,DoctorateDegree,46,White,1326.92
South,Not Metropolitan,69,HighSchoolDiploma,39,White,315
South,Metropolitan,35,BachelorsDegree,43,White,600
South,Metropolitan,47,BachelorsDegree,43,White,2500
Midwest,Metropolitan,46,BachelorsDegree,43,White,1730
Northeast,Metropolitan,55,TwelthButNoDiploma,38,White,850
Northeast,Metropolitan,29,BachelorsDegree,43,White,807
Northeast,Metropolitan,29,BachelorsDegree,43,White,1500
Northeast,Metropolitan,38,BachelorsDegree,43,White,2307.69
Northeast,Not Metropolitan,28,BachelorsDegree,43,White,769.23
West,Metropolitan,48,SomeCollegeButNoDegree,40,White,1212
Northeast,Not Metropolitan,51,AssocDegOccupVocat,41,White,1192.3
West,Metropolitan,35,SomeCollegeButNoDegree,40,White,1335
South,Metropolitan,41,HighSchoolDiploma,39,White,730
Midwest,Metropolitan,24,SomeCollegeButNoDegree,40,White,450
South,Metropolitan,52,HighSchoolDiploma,39,White,360
West,Metropolitan,25,AssocDegOccupVocat,41,White,480
South,Metropolitan,25,BachelorsDegree,43,White,1730
West,Metropolitan,35,HighSchoolDiploma,39,White,472
West,Not Metropolitan,64,HighSchoolDiploma,39,White,720
Midwest,Not Metropolitan,45,AssocDegOccupVocat,41,White,610
Midwest,Not Metropolitan,49,AssocDegAcadem,42,White,384
Midwest,Metropolitan,35,ProfSchoolDegree,45,White,1442.3
Midwest,Metropolitan,37,BachelorsDegree,43,White,820.8
Midwest,Metropolitan,43,AssocDegAcadem,42,White,865.38
Northeast,Metropolitan,56,HighSchoolDiploma,39,White,1153.84
Midwest,Metropolitan,64,SomeCollegeButNoDegree,40,White,1350
Midwest,Not Metropolitan,23,HighSchoolDiploma,39,White,600
South,Not Metropolitan,56,HighSchoolDiploma,39,White,961.53
Midwest,Not Metropolitan,45,HighSchoolDiploma,39,White,1192
South,Not Metropolitan,54,HighSchoolDiploma,39,White,961
Northeast,Metropolitan,48,AssocDegOccupVocat,41,White,2365.38
Midwest,Metropolitan,56,HighSchoolDiploma,39,White,1000
Midwest,Metropolitan,22,HighSchoolDiploma,39,White,400
West,Metropolitan,34,HighSchoolDiploma,39,White,276.92
West,Metropolitan,50,AssocDegOccupVocat,41,White,1288.46
Northeast,Metropolitan,42,HighSchoolDiploma,39,White,865
Midwest,Not Metropolitan,25,BachelorsDegree,43,White,615.38
Northeast,Metropolitan,58,BachelorsDegree,43,White,1923.07
West,Metropolitan,63,BachelorsDegree,43,White,1557
South,Metropolitan,43,AssocDegOccupVocat,41,Black,550
Midwest,Not Metropolitan,27,HighSchoolDiploma,39,White,690
West,Not Metropolitan,58,SomeCollegeButNoDegree,40,White,1538.46
Midwest,Metropolitan,29,SomeCollegeButNoDegree,40,White,384.61
South,Metropolitan,64,SomeCollegeButNoDegree,40,White,1260
Midwest,Metropolitan,45,SeventhOrEighthGrade,34,White,187.5
Northeast,Metropolitan,26,ProfSchoolDegree,45,White,1872.5
Midwest,Metropolitan,57,BachelorsDegree,43,White,1730.76
West,Metropolitan,45,SomeCollegeButNoDegree,40,White,2000
Northeast,Metropolitan,65,HighSchoolDiploma,39,White,2000
South,Metropolitan,67,HighSchoolDiploma,39,White,1230.76
South,Metropolitan,42,BachelorsDegree,43,White,769
Northeast,Metropolitan,25,SomeCollegeButNoDegree,40,White,434.8
South,Metropolitan,44,SomeCollegeButNoDegree,40,White,1538
South,Metropolitan,44,ProfSchoolDegree,45,White,2884.61
West,Metropolitan,49,HighSchoolDiploma,39,White,1000
West,Not Identified,58,BachelorsDegree,43,White,700
West,Metropolitan,20,HighSchoolDiploma,39,White,500
South,Metropolitan,22,SomeCollegeButNoDegree,40,White,436.4
Midwest,Not Metropolitan,20,HighSchoolDiploma,39,White,350
South,Metropolitan,64,HighSchoolDiploma,39,White,1140
South,Metropolitan,60,MastersDegree,44,White,2884.61
West,Metropolitan,25,HighSchoolDiploma,39,White,1240
West,Not Metropolitan,61,EleventhGrade,37,White,1000
South,Not Metropolitan,48,HighSchoolDiploma,39,White,754.4
Northeast,Not Metropolitan,39,HighSchoolDiploma,39,White,1100
West,Metropolitan,36,MastersDegree,44,White,1538.46
South,Metropolitan,52,SomeCollegeButNoDegree,40,White,876.92
Northeast,Metropolitan,47,HighSchoolDiploma,39,White,1200
South,Metropolitan,33,HighSchoolDiploma,39,Black,1461.53
South,Metropolitan,53,SomeCollegeButNoDegree,40,White,680
Northeast,Not Metropolitan,51,AssocDegOccupVocat,41,White,1400
West,Not Metropolitan,54,HighSchoolDiploma,39,White,1280
Midwest,Not Metropolitan,54,BachelorsDegree,43,White,1115.38
Midwest,Not Metropolitan,49,HighSchoolDiploma,39,White,769.23
West,Metropolitan,32,AssocDegAcadem,42,White,2884.61
Northeast,Metropolitan,46,SomeCollegeButNoDegree,40,White,1250
South,Metropolitan,34,HighSchoolDiploma,39,Black,640
Northeast,Metropolitan,46,SomeCollegeButNoDegree,40,White,1307.69
Midwest,Metropolitan,32,BachelorsDegree,43,White,1403.84
Northeast,Not Metropolitan,57,MastersDegree,44,White,710.88
South,Metropolitan,46,HighSchoolDiploma,39,White,880
Midwest,Metropolitan,54,MastersDegree,44,White,1384.61
South,Metropolitan,44,TwelthButNoDiploma,38,Black,357
South,Metropolitan,56,BachelorsDegree,43,White,1269
Northeast,Metropolitan,47,SomeCollegeButNoDegree,40,White,576
South,Metropolitan,52,HighSchoolDiploma,39,White,701.92
West,Metropolitan,26,HighSchoolDiploma,39,White,691.2
Northeast,Metropolitan,34,BachelorsDegree,43,Black,1346.15
Northeast,Not Metropolitan,26,HighSchoolDiploma,39,White,540
Midwest,Metropolitan,43,HighSchoolDiploma,39,White,684
West,Metropolitan,37,BachelorsDegree,43,White,1500
West,Metropolitan,22,SomeCollegeButNoDegree,40,White,420
West,Metropolitan,36,BachelorsDegree,43,White,900
South,Metropolitan,30,BachelorsDegree,43,White,1000
South,Not Metropolitan,41,BachelorsDegree,43,White,1307
South,Metropolitan,35,BachelorsDegree,43,White,960
West,Metropolitan,35,BachelorsDegree,43,White,320
Midwest,Metropolitan,42,HighSchoolDiploma,39,White,722
South,Metropolitan,33,HighSchoolDiploma,39,White,711.53
South,Metropolitan,40,SomeCollegeButNoDegree,40,White,692.3
Midwest,Metropolitan,57,MastersDegree,44,White,865.38
South,Metropolitan,54,HighSchoolDiploma,39,White,350
Midwest,Metropolitan,42,SomeCollegeButNoDegree,40,White,1057.69
Midwest,Metropolitan,50,AssocDegOccupVocat,41,Black,1346.15
Midwest,Not Metropolitan,47,AssocDegOccupVocat,41,White,1153.84
Midwest,Metropolitan,41,SomeCollegeButNoDegree,40,White,1692.3
South,Metropolitan,54,AssocDegOccupVocat,41,White,615.38
Northeast,Metropolitan,50,BachelorsDegree,43,White,1826.92
South,Metropolitan,41,SeventhOrEighthGrade,34,White,1153.84
Midwest,Metropolitan,41,BachelorsDegree,43,White,1153.84
West,Metropolitan,61,HighSchoolDiploma,39,White,380
West,Metropolitan,40,MastersDegree,44,White,2307.69
South,Not Metropolitan,38,TenthGrade,36,White,410
South,Metropolitan,29,MastersDegree,44,White,961
South,Not Metropolitan,49,HighSchoolDiploma,39,Black,576
Northeast,Metropolitan,64,ProfSchoolDegree,45,White,2884.61
South,Metropolitan,45,HighSchoolDiploma,39,White,276
Northeast,Metropolitan,37,HighSchoolDiploma,39,White,769
West,Metropolitan,30,SomeCollegeButNoDegree,40,White,600
Midwest,Metropolitan,44,HighSchoolDiploma,39,White,601.75
West,Metropolitan,39,HighSchoolDiploma,39,White,1634.61
Northeast,Metropolitan,31,BachelorsDegree,43,White,1000
South,Metropolitan,33,MastersDegree,44,White,1250
Northeast,Metropolitan,50,BachelorsDegree,43,White,1153.84
Northeast,Not Metropolitan,62,HighSchoolDiploma,39,White,865.38
South,Metropolitan,25,HighSchoolDiploma,39,White,360
South,Metropolitan,24,HighSchoolDiploma,39,Black,705
West,Metropolitan,30,BachelorsDegree,43,White,1120
West,Metropolitan,46,TenthGrade,36,White,192.3
Midwest,Metropolitan,73,SomeCollegeButNoDegree,40,White,600
Midwest,Metropolitan,46,HighSchoolDiploma,39,White,800
West,Metropolitan,46,BachelorsDegree,43,White,0.46
West,Metropolitan,45,AssocDegAcadem,42,White,750
Northeast,Metropolitan,30,BachelorsDegree,43,White,510
South,Not Metropolitan,44,TenthGrade,36,White,850
Northeast,Metropolitan,35,EleventhGrade,37,White,1200
West,Metropolitan,63,BachelorsDegree,43,White,1269
Midwest,Metropolitan,33,MastersDegree,44,White,1538.46
South,Metropolitan,31,EleventhGrade,37,White,678
Northeast,Metropolitan,54,HighSchoolDiploma,39,White,711
West,Not Metropolitan,58,MastersDegree,44,White,1038.46
South,Metropolitan,28,HighSchoolDiploma,39,White,884
South,Metropolitan,47,HighSchoolDiploma,39,White,1057.69
Midwest,Not Metropolitan,37,MastersDegree,44,White,423.07
South,Metropolitan,25,BachelorsDegree,43,White,1153.84
Northeast,Metropolitan,22,BachelorsDegree,43,White,1153
South,Metropolitan,22,HighSchoolDiploma,39,White,360
West,Metropolitan,31,NinthGrade,35,White,650
Northeast,Metropolitan,57,FirstSecondThirdOrFourthGrade,32,White,320
Midwest,Metropolitan,43,NinthGrade,35,White,280
West,Metropolitan,30,EleventhGrade,37,White,504
Northeast,Metropolitan,23,HighSchoolDiploma,39,White,1057.69
South,Metropolitan,58,SomeCollegeButNoDegree,40,White,1634.61
South,Metropolitan,30,HighSchoolDiploma,39,White,325
South,Metropolitan,55,BachelorsDegree,43,White,1600
West,Metropolitan,45,HighSchoolDiploma,39,White,730.76
Northeast,Metropolitan,45,HighSchoolDiploma,39,White,320
Midwest,Metropolitan,53,SomeCollegeButNoDegree,40,White,625
Midwest,Metropolitan,59,AssocDegOccupVocat,41,White,564
South,Not Metropolitan,58,AssocDegOccupVocat,41,White,638.98
South,Metropolitan,53,SomeCollegeButNoDegree,40,White,950
Northeast,Metropolitan,43,BachelorsDegree,43,White,2884.61
South,Metropolitan,46,AssocDegOccupVocat,41,White,1596.15
South,Metropolitan,31,SomeCollegeButNoDegree,40,White,2307.69
Midwest,Not Metropolitan,34,AssocDegAcadem,42,White,1280
Midwest,Not Metropolitan,61,AssocDegAcadem,42,White,800
South,Metropolitan,37,BachelorsDegree,43,White,750
South,Metropolitan,40,BachelorsDegree,43,White,2884.61
West,Metropolitan,49,TwelthButNoDiploma,38,White,1153.84
South,Metropolitan,57,BachelorsDegree,43,White,2884.61
South,Metropolitan,49,SomeCollegeButNoDegree,40,Black,1923.07
South,Metropolitan,38,HighSchoolDiploma,39,Black,461.53
Midwest,Not Metropolitan,45,SomeCollegeButNoDegree,40,White,520
Midwest,Metropolitan,35,MastersDegree,44,White,611.11
West,Metropolitan,43,BachelorsDegree,43,White,730.76
South,Metropolitan,36,MastersDegree,44,White,1538.46
Northeast,Metropolitan,63,HighSchoolDiploma,39,White,1230.76
South,Metropolitan,34,SomeCollegeButNoDegree,40,White,440
West,Metropolitan,50,AssocDegOccupVocat,41,White,1508
South,Metropolitan,31,HighSchoolDiploma,39,White,400
Northeast,Metropolitan,36,DoctorateDegree,46,White,1442
South,Metropolitan,39,MastersDegree,44,White,1204.08
Midwest,Metropolitan,57,HighSchoolDiploma,39,White,605.9
Midwest,Metropolitan,63,BachelorsDegree,43,White,1763.6
South,Metropolitan,22,HighSchoolDiploma,39,White,420
Northeast,Not Metropolitan,34,AssocDegOccupVocat,41,White,725
West,Metropolitan,56,BachelorsDegree,43,White,600
Midwest,Metropolitan,52,HighSchoolDiploma,39,White,650
West,Metropolitan,28,SomeCollegeButNoDegree,40,White,750
South,Metropolitan,35,AssocDegAcadem,42,White,975
Midwest,Metropolitan,57,HighSchoolDiploma,39,White,744
South,Metropolitan,65,BachelorsDegree,43,Black,1884.61
Midwest,Metropolitan,41,BachelorsDegree,43,White,704
South,Metropolitan,50,SomeCollegeButNoDegree,40,White,811.5
Midwest,Metropolitan,53,HighSchoolDiploma,39,White,643.2
Northeast,Metropolitan,46,BachelorsDegree,43,White,1653.84
Midwest,Metropolitan,40,BachelorsDegree,43,White,420
Northeast,Not Metropolitan,64,HighSchoolDiploma,39,White,800
South,Metropolitan,27,BachelorsDegree,43,White,1607.14
West,Metropolitan,46,FifthorSixthGrade,33,White,360
South,Metropolitan,60,SomeCollegeButNoDegree,40,White,1192
West,Metropolitan,60,SomeCollegeButNoDegree,40,White,1600
West,Metropolitan,45,BachelorsDegree,43,White,2076.92
Northeast,Metropolitan,43,HighSchoolDiploma,39,White,600
Northeast,Metropolitan,50,HighSchoolDiploma,39,White,600
West,Metropolitan,50,HighSchoolDiploma,39,White,680
West,Metropolitan,45,MastersDegree,44,White,1634
Northeast,Metropolitan,32,BachelorsDegree,43,White,1904
West,Metropolitan,42,HighSchoolDiploma,39,White,680
Northeast,Metropolitan,56,HighSchoolDiploma,39,White,550
Midwest,Metropolitan,53,BachelorsDegree,43,White,602
West,Metropolitan,58,BachelorsDegree,43,White,1200
Northeast,Metropolitan,33,BachelorsDegree,43,White,1500
Northeast,Not Metropolitan,45,HighSchoolDiploma,39,White,807.69
Northeast,Metropolitan,61,BachelorsDegree,43,White,692
West,Metropolitan,27,ProfSchoolDegree,45,White,592
South,Metropolitan,48,BachelorsDegree,43,White,2884.61
Midwest,Not Metropolitan,50,AssocDegOccupVocat,41,White,684
Northeast,Metropolitan,34,HighSchoolDiploma,39,White,1038.46
Northeast,Metropolitan,50,HighSchoolDiploma,39,White,500
Midwest,Not Metropolitan,61,EleventhGrade,37,Black,576
Midwest,Metropolitan,44,BachelorsDegree,43,White,1600
West,Metropolitan,24,SomeCollegeButNoDegree,40,White,600
Northeast,Metropolitan,31,BachelorsDegree,43,White,1250
Northeast,Metropolitan,43,BachelorsDegree,43,White,2884.61
South,Not Metropolitan,45,SomeCollegeButNoDegree,40,White,880
West,Metropolitan,24,BachelorsDegree,43,White,769.23
Northeast,Metropolitan,56,BachelorsDegree,43,White,2307
Midwest,Not Metropolitan,54,SomeCollegeButNoDegree,40,White,1034
West,Metropolitan,30,BachelorsDegree,43,White,1346.15
South,Metropolitan,27,AssocDegAcadem,42,White,738.4
Northeast,Metropolitan,30,HighSchoolDiploma,39,White,490
Northeast,Metropolitan,41,BachelorsDegree,43,White,1140
South,Metropolitan,48,MastersDegree,44,White,2826.92
Northeast,Not Metropolitan,26,EleventhGrade,37,White,250
West,Metropolitan,25,BachelorsDegree,43,White,1000
West,Metropolitan,29,HighSchoolDiploma,39,White,340
South,Metropolitan,48,SomeCollegeButNoDegree,40,White,576.92
Northeast,Metropolitan,37,SomeCollegeButNoDegree,40,Black,1153.84
South,Metropolitan,41,BachelorsDegree,43,White,750
Northeast,Metropolitan,55,MastersDegree,44,White,2307.69
South,Metropolitan,50,MastersDegree,44,White,769
West,Not Metropolitan,59,BachelorsDegree,43,White,1057.69
West,Metropolitan,26,SomeCollegeButNoDegree,40,White,340
South,Metropolitan,31,HighSchoolDiploma,39,White,480
South,Metropolitan,45,BachelorsDegree,43,White,1346
Midwest,Metropolitan,23,EleventhGrade,37,Black,520
Northeast,Metropolitan,28,HighSchoolDiploma,39,White,961
Northeast,Metropolitan,39,BachelorsDegree,43,White,1442.3
South,Not Metropolitan,45,NinthGrade,35,White,350
Midwest,Metropolitan,35,MastersDegree,44,White,700
Northeast,Not Metropolitan,50,HighSchoolDiploma,39,White,530
Midwest,Metropolitan,47,SomeCollegeButNoDegree,40,White,702
Northeast,Metropolitan,60,BachelorsDegree,43,White,2211.53
Northeast,Metropolitan,27,SomeCollegeButNoDegree,40,White,1300
Northeast,Not Metropolitan,33,HighSchoolDiploma,39,White,600
South,Metropolitan,75,MastersDegree,44,White,2884.61
Northeast,Not Metropolitan,43,HighSchoolDiploma,39,White,446.4
Midwest,Metropolitan,47,HighSchoolDiploma,39,Black,320
West,Metropolitan,42,MastersDegree,44,White,1826.92
West,Metropolitan,51,DoctorateDegree,46,White,2307
Midwest,Not Metropolitan,22,SeventhOrEighthGrade,34,White,500
West,Metropolitan,22,HighSchoolDiploma,39,White,400
South,Metropolitan,33,SomeCollegeButNoDegree,40,White,576
South,Metropolitan,35,SomeCollegeButNoDegree,40,White,673.07
South,Metropolitan,33,SomeCollegeButNoDegree,40,White,708.75
South,Metropolitan,32,MastersDegree,44,Black,1788.46
South,Metropolitan,40,HighSchoolDiploma,39,White,1596
Northeast,Metropolitan,31,SomeCollegeButNoDegree,40,White,800
West,Metropolitan,22,HighSchoolDiploma,39,White,961
South,Metropolitan,47,HighSchoolDiploma,39,White,615.38
South,Not Metropolitan,48,AssocDegAcadem,42,White,1692.3
Northeast,Metropolitan,34,SomeCollegeButNoDegree,40,White,340
West,Metropolitan,57,BachelorsDegree,43,White,2692.3
Northeast,Metropolitan,49,BachelorsDegree,43,White,1346.15
Midwest,Not Metropolitan,25,HighSchoolDiploma,39,White,584
Midwest,Not Metropolitan,27,SomeCollegeButNoDegree,40,White,550
South,Not Metropolitan,30,SomeCollegeButNoDegree,40,White,1500
South,Metropolitan,57,BachelorsDegree,43,White,936.53
West,Not Metropolitan,60,AssocDegOccupVocat,41,White,1053
West,Metropolitan,53,MastersDegree,44,White,830
Northeast,Metropolitan,44,BachelorsDegree,43,White,2000
Midwest,Metropolitan,43,SomeCollegeButNoDegree,40,White,865.38
Northeast,Metropolitan,55,MastersDegree,44,White,2884.61
Northeast,Metropolitan,31,HighSchoolDiploma,39,Black,440
South,Not Metropolitan,55,SomeCollegeButNoDegree,40,White,764.8
West,Metropolitan,55,SomeCollegeButNoDegree,40,White,1015.38
South,Metropolitan,28,BachelorsDegree,43,White,884
West,Metropolitan,52,HighSchoolDiploma,39,White,1000
South,Metropolitan,25,HighSchoolDiploma,39,White,320
Midwest,Metropolitan,43,BachelorsDegree,43,White,840
South,Not Metropolitan,50,HighSchoolDiploma,39,White,625
South,Metropolitan,61,SomeCollegeButNoDegree,40,White,600
West,Metropolitan,64,SomeCollegeButNoDegree,40,White,840
Midwest,Not Metropolitan,55,AssocDegOccupVocat,41,White,1000
Northeast,Metropolitan,54,HighSchoolDiploma,39,Black,400
South,Metropolitan,45,AssocDegAcadem,42,White,700
Midwest,Not Metropolitan,20,HighSchoolDiploma,39,White,384.61
Midwest,Metropolitan,29,BachelorsDegree,43,White,692
South,Metropolitan,61,SomeCollegeButNoDegree,40,White,1057.69
South,Metropolitan,48,MastersDegree,44,White,2647.84
Northeast,Metropolitan,35,BachelorsDegree,43,White,1057.69
Northeast,Metropolitan,46,SomeCollegeButNoDegree,40,White,865
West,Metropolitan,61,BachelorsDegree,43,White,1538.46
South,Metropolitan,40,NinthGrade,35,White,285
Midwest,Metropolitan,22,EleventhGrade,37,White,440
Northeast,Metropolitan,56,SomeCollegeButNoDegree,40,Black,1346.15
Northeast,Metropolitan,25,SomeCollegeButNoDegree,40,White,300
West,Metropolitan,55,BachelorsDegree,43,White,1250
South,Metropolitan,60,MastersDegree,44,White,2884.61
South,Metropolitan,50,BachelorsDegree,43,Black,1576.92
South,Metropolitan,34,NinthGrade,35,White,350
South,Metropolitan,32,BachelorsDegree,43,White,760
Midwest,Metropolitan,28,AssocDegOccupVocat,41,White,1000
South,Metropolitan,36,BachelorsDegree,43,White,950
West,Metropolitan,26,HighSchoolDiploma,39,White,519.23
South,Metropolitan,40,SomeCollegeButNoDegree,40,White,800
South,Metropolitan,45,SomeCollegeButNoDegree,40,White,862
South,Metropolitan,37,BachelorsDegree,43,White,1538
Northeast,Metropolitan,44,HighSchoolDiploma,39,White,738
West,Metropolitan,50,BachelorsDegree,43,White,1788.46
Midwest,Metropolitan,46,AssocDegOccupVocat,41,White,1057
South,Not Metropolitan,23,HighSchoolDiploma,39,White,300
South,Metropolitan,59,HighSchoolDiploma,39,White,1538.46
Northeast,Metropolitan,65,AssocDegAcadem,42,White,680
South,Metropolitan,47,AssocDegAcadem,42,White,1593.2
West,Not Metropolitan,62,BachelorsDegree,43,White,620
Northeast,Metropolitan,62,HighSchoolDiploma,39,White,961
Northeast,Metropolitan,31,HighSchoolDiploma,39,Black,880
