Subject,Imagazine,Inewspaper,Ilibrary,MotherEd,FatherEd,FamilyIncome78,Race,Gender,Educ,Science,Arith,Word,Parag,Numer,Coding,Auto,Math,Mechanic,Elec,AFQT,Income2005,Esteem1,Esteem2,Esteem3,Esteem4,Esteem5,Esteem6,Esteem7,Esteem8,Esteem9,Esteem10
500,1,1,1,10,11,40000,3,female,14,15,18,29,12,48,59,13,16,13,9,64.295,53000,2,1,4,2,3,2,2,3,3,3
501,1,1,1,12,12,30000,3,female,19,23,20,35,15,30,42,15,10,17,13,78.966,25000,2,2,4,2,4,2,2,4,3,4
502,1,1,1,16,12,30000,3,male,12,21,26,29,13,44,51,24,17,21,18,71.792,90000,1,1,4,1,4,1,1,1,1,1
503,0,1,1,10,10,30000,3,female,12,13,14,23,15,35,57,13,15,16,9,56.773,23000,1,1,4,1,4,2,3,3,4,4
505,0,1,0,12,12,55000,3,male,12,11,14,25,7,45,51,17,9,7,12,26.498,28000,1,1,3,1,1,1,2,2,2,2
506,1,1,1,12,14,55000,3,female,16,14,14,28,12,36,49,10,10,9,10,43.741,43000,1,1,4,1,1,1,1,4,4,4
520,1,1,1,12,8,35000,2,male,16,11,11,23,8,28,47,9,15,17,9,26.381,73000,1,1,4,1,4,1,1,4,4,4
521,0,1,1,11,11,35000,2,male,17,14,14,23,12,25,43,10,18,8,11,37.473,80000,1,1,3,1,3,1,1,3,3,3
527,0,1,1,13,20,14000,3,female,13,19,21,34,14,47,25,13,10,17,12,61.184,50000,2,2,3,2,3,2,2,3,2,3
533,1,1,1,12,12,25000,3,female,15,16,16,30,15,35,56,12,7,14,10,55.185,5000,2,1,3,2,3,2,2,2,3,3
535,0,1,0,9,10,12000,3,male,12,17,11,23,10,32,34,16,6,15,14,33.208,20000,1,1,4,1,4,1,1,4,4,4
540,1,1,1,8,8,11000,3,male,12,11,12,15,8,50,42,12,5,8,9,16.138,60000,1,1,4,1,4,2,1,3,3,3
543,0,1,1,12,12,60000,3,male,12,15,9,28,7,25,48,17,7,7,10,21.108,98000,1,1,4,2,4,1,2,3,3,3
547,1,1,1,9,16,25000,3,male,11,12,18,25,13,25,22,21,12,14,11,45.744,69000,1,1,3,1,3,2,1,3,2,3
548,1,1,1,12,15,27000,3,female,12,15,22,31,12,34,48,11,15,15,13,72.071,15000,1,1,4,1,4,1,2,4,4,4
550,1,1,1,14,16,22300,3,female,12,21,25,35,13,34,55,18,19,17,15,81.039,22000,2,2,3,2,3,2,2,3,3,4
553,1,1,1,12,16,35000,3,male,16,23,30,35,14,48,58,17,24,16,16,99.154,10000,2,2,3,2,3,3,3,2,3,3
554,1,1,1,12,16,35000,3,male,19,18,25,29,14,38,40,15,23,13,7,91.427,1100,1,1,3,1,4,1,1,2,3,3
556,1,1,1,12,12,44000,3,male,18,23,27,34,13,26,59,21,25,23,16,86.423,147000,1,1,4,1,4,1,1,4,4,4
557,1,1,1,12,15,37000,3,female,17,20,30,35,14,50,79,17,25,18,10,99.324,1200,1,1,4,1,4,1,1,4,3,4
558,1,1,1,12,15,37000,3,female,17,18,23,31,13,48,68,9,23,14,7,83.317,36000,1,1,4,2,4,2,2,4,4,4
560,1,1,1,12,18,33000,3,male,14,18,17,31,13,38,48,15,14,18,9,62.344,78500,2,2,3,2,3,2,2,3,3,3
561,1,1,1,12,14,60000,3,female,20,19,19,35,13,41,54,14,19,16,12,76.633,42000,2,2,3,2,3,3,3,2,3,4
562,1,1,1,12,13,45000,3,male,20,15,21,29,12,41,42,13,16,12,11,64.432,55000,1,1,4,1,4,1,1,4,4,4
564,0,1,1,12,12,45000,3,male,14,14,14,32,10,27,22,13,11,12,11,33.668,5000,1,1,3,1,3,2,2,2,2,2
565,0,1,1,12,12,45000,3,male,13,17,11,27,14,41,49,17,8,8,12,35.041,55000,1,1,4,1,3,1,1,3,3,3
583,1,1,1,12,15,8850,3,male,13,24,27,32,13,39,54,19,21,20,17,73.326,36000,1,1,4,1,4,1,1,4,3,4
585,1,1,1,12,12,23000,3,female,9,12,10,21,9,34,9,11,11,7,10,25.699,25000,2,2,3,2,3,3,2,3,3,3
594,0,1,1,10,12,4212,2,male,12,10,17,24,13,36,18,6,9,9,8,53.342,80000,1,1,4,1,4,2,2,2,3,4
597,0,1,1,7,0,10000,2,male,11,14,3,11,5,22,17,13,6,7,9,2.826,500,1,2,4,2,3,2,2,2,3,3
604,1,1,1,12,12,30000,3,female,15,13,16,29,13,50,40,13,13,12,8,62.762,40000,2,2,4,2,3,2,2,3,3,3
606,1,1,1,11,14,35000,3,male,13,21,15,31,13,34,53,10,13,19,16,72.782,35000,1,1,4,1,4,2,2,3,4,4
608,0,1,1,14,16,30000,3,female,16,17,23,33,15,50,78,13,24,17,8,88.693,27000,2,2,4,1,4,1,1,3,4,4
609,0,1,1,14,16,30000,3,female,16,13,10,31,13,31,49,9,8,12,7,45.803,32000,2,2,4,2,4,2,2,4,4,4
612,1,1,1,12,12,4000,3,female,16,12,15,32,13,30,61,5,15,9,7,48.877,46136,1,1,4,2,4,1,2,3,3,4
613,1,1,1,16,12,11000,3,male,12,15,18,21,8,23,36,19,10,13,15,35.747,95000,1,1,3,2,4,2,2,3,3,3
616,0,0,0,9,9,27000,3,male,12,12,9,8,5,4,6,6,8,8,4,9.141,25000,1,1,3,1,3,1,2,3,3,3
622,0,0,1,13,13,5000,2,female,15,8,16,21,13,36,31,6,14,13,10,52.674,36500,1,1,4,1,4,1,1,4,4,4
631,0,1,0,10,9,6060,3,male,11,16,12,20,10,29,35,24,11,7,15,22.379,18000,1,2,4,1,4,2,2,3,3,3
632,0,1,1,9,9,8060,3,female,12,18,7,13,5,22,49,7,2,9,4,1.31,4000,1,1,4,1,4,1,1,3,3,3
636,1,1,0,12,12,75001,3,female,12,15,8,27,13,30,54,13,8,13,13,34.526,40000,1,1,4,1,3,1,1,3,3,3
639,1,1,0,12,15,25000,3,male,12,16,13,28,13,39,45,18,15,18,12,60.396,35000,1,1,3,1,3,2,2,2,4,4
640,0,1,1,10,11,20000,3,female,12,16,19,29,14,49,58,19,20,13,15,77.715,42000,1,1,4,1,1,1,1,3,3,4
645,1,1,1,12,14,75001,3,male,16,19,28,31,13,43,52,22,25,22,15,86.137,163172,1,1,4,1,4,1,1,4,4,4
646,1,1,1,12,12,15000,3,female,12,6,5,11,2,14,21,7,6,5,7,1.79,12500,2,2,3,2,2,2,2,2,3,3
647,1,1,1,12,18,40000,3,male,12,20,17,32,9,36,58,22,15,19,18,43.472,61000,2,2,3,2,3,2,2,3,3,3
649,1,1,1,17,17,6400,3,male,17,21,28,35,12,45,72,23,21,23,19,85.54,110000,1,1,4,1,4,1,1,4,4,4
650,1,1,1,17,17,22000,3,female,16,22,22,34,13,48,64,14,21,17,13,77.736,58000,1,1,3,1,4,1,1,3,2,2
653,1,1,0,16,13,20000,3,male,18,24,30,33,14,42,56,18,22,22,18,90.095,96000,1,1,4,1,4,1,2,4,3,4
659,0,1,1,12,16,4000,3,male,14,11,25,19,10,40,48,18,15,17,12,39.786,75000,2,2,4,1,4,1,1,4,3,3
662,1,1,1,12,16,42000,3,female,12,19,20,28,12,33,44,11,20,15,10,70.5,22000,1,1,4,1,4,1,1,4,4,4
663,1,1,1,12,16,20000,3,male,16,21,18,33,12,37,34,21,19,16,15,76.234,85000,1,1,4,1,4,1,1,3,3,3
664,1,1,1,12,17,52000,3,female,17,21,17,29,12,44,60,11,12,11,10,47.912,43000,2,2,3,2,3,2,3,3,3,3
665,1,1,1,12,17,45000,3,female,16,21,15,28,11,43,55,11,19,3,8,59.991,30000,2,1,3,2,3,1,2,2,3,3
667,1,1,1,12,10,35000,3,male,14,20,21,29,10,47,56,17,23,20,16,70.912,58000,1,1,4,2,3,1,2,3,3,4
669,1,1,1,11,8,24000,3,male,12,14,26,30,14,35,43,24,17,23,18,79.232,29000,2,2,3,2,3,2,2,3,3,4
671,1,1,1,18,13,16000,2,male,16,20,24,29,13,50,57,11,21,12,12,79.303,10000,1,1,3,1,4,1,2,4,3,4
674,0,1,1,10,11,25000,2,male,12,12,6,11,5,15,27,7,5,10,8,2.926,50000,2,2,3,2,4,2,2,4,4,4
675,1,1,1,9,12,25000,2,male,11,6,10,6,3,12,17,7,3,8,8,3.663,8400,1,1,4,1,4,1,1,4,4,4
679,1,0,1,8,4,5000,2,male,12,8,13,12,5,14,23,6,5,6,7,8.563,20000,2,2,3,2,3,2,2,3,3,3
681,0,1,0,9,4,5000,2,male,12,2,8,9,6,5,27,7,7,9,8,6.381,5000,2,2,3,2,2,2,3,2,2,3
683,1,1,1,10,10,16000,2,female,18,17,6,26,14,37,52,11,14,10,8,45.808,52000,1,1,3,1,3,2,2,2,2,4
684,1,1,1,12,12,30000,3,male,12,13,16,18,9,26,37,17,11,14,10,29.001,72000,2,2,3,2,3,2,2,3,3,3
686,1,1,1,12,12,30000,3,male,18,19,20,34,12,47,54,16,19,15,14,79.313,57000,2,2,3,2,3,2,2,3,3,3
688,0,1,0,11,11,15000,3,female,14,15,13,27,12,34,40,8,7,4,10,41.58,23000,2,2,3,3,3,2,2,2,2,2
692,0,1,1,13,12,20000,3,female,13,11,14,23,8,42,49,10,9,5,10,36.055,45000,1,1,4,1,4,2,1,3,3,3
697,0,1,0,3,12,25000,3,male,12,14,12,26,7,14,33,20,7,12,10,14.729,50000,2,2,3,2,3,2,2,2,3,3
701,1,1,1,12,12,10000,3,male,9,12,4,21,8,14,28,10,4,12,9,10.566,9800,2,2,3,2,3,2,2,3,3,3
703,1,1,1,9,9,16300,3,female,12,15,18,26,10,47,52,17,9,11,12,40.97,3000,2,2,3,2,3,2,2,3,3,3
704,0,1,1,12,14,16000,3,female,13,18,19,27,12,31,47,16,14,16,11,46.092,56000,1,1,4,1,4,1,1,4,4,4
707,1,1,1,11,10,18000,3,male,14,16,11,30,8,25,44,21,7,16,14,31.469,48000,2,2,3,2,3,2,2,3,3,3
709,0,1,1,9,9,10000,3,male,12,14,10,25,10,33,45,15,8,22,12,26.594,41167,1,1,4,2,3,1,1,3,4,3
711,0,1,1,8,8,25000,3,male,12,12,22,16,7,43,66,7,18,14,8,38.582,40000,2,2,4,2,3,2,2,2,3,3
712,1,1,1,12,12,50000,3,female,13,16,30,30,14,49,71,14,19,22,10,80.637,41000,1,1,4,1,4,1,1,4,4,4
713,1,1,1,12,9,14049,3,female,12,11,11,17,6,28,43,9,8,5,2,14.274,11000,2,1,3,2,3,1,3,3,3,3
714,1,1,1,12,9,14049,3,male,11,13,14,19,5,24,23,18,9,13,7,26.688,20000,2,2,4,2,4,2,3,4,4,4
717,1,1,1,12,9,30000,3,male,12,10,10,26,8,26,46,14,9,11,7,30.429,40000,2,2,3,2,4,1,1,4,3,3
719,0,0,0,8,6,20000,3,male,12,13,8,15,5,18,32,17,7,11,7,6.818,48000,1,1,3,2,3,1,2,2,3,3
720,0,0,0,8,2,23700,3,female,12,12,18,20,12,30,52,17,9,16,9,36.158,35000,2,1,4,1,4,1,1,4,4,4
721,0,0,0,8,6,20000,3,female,13,12,13,21,5,25,26,12,9,11,9,24.725,22000,2,1,4,2,4,2,1,4,2,4
722,1,1,0,11,12,60000,3,male,11,14,20,27,13,35,48,21,9,14,11,38.013,57500,1,1,3,1,3,1,1,3,3,3
723,1,1,0,11,12,60000,3,female,12,10,12,24,11,30,55,12,6,12,4,26.792,25000,1,1,4,1,4,1,1,4,4,4
724,1,1,1,17,19,40000,3,female,15,23,16,34,15,43,12,18,21,18,15,78.513,20000,2,2,3,2,3,2,2,2,2,4
725,1,1,1,17,19,40000,3,male,20,25,29,33,14,50,58,22,25,23,17,97.319,74000,1,1,3,2,3,2,2,4,3,4
728,0,0,1,9,15,13000,3,male,12,12,6,19,7,19,31,7,4,7,9,20.133,30000,2,2,3,2,3,2,2,3,3,3
730,1,1,1,12,12,30000,3,male,15,17,22,28,15,45,60,22,12,18,12,70.604,100000,1,1,4,1,4,1,2,3,3,4
731,1,1,1,12,12,10000,3,male,12,19,24,28,11,46,48,21,12,19,14,46.018,40000,2,2,3,2,3,2,2,3,3,3
732,1,1,1,12,12,50000,3,male,12,16,19,29,13,38,49,22,9,21,16,51.017,35000,2,2,3,1,4,2,2,3,3,3
733,1,1,1,12,12,50000,3,female,13,15,15,18,10,47,57,5,3,10,5,27.489,28820,2,2,3,2,3,2,2,3,3,3
745,0,1,0,12,12,25000,2,female,12,10,16,22,11,33,51,10,12,13,8,31.508,41000,1,2,4,2,3,1,2,4,4,4
746,0,1,0,14,12,26200,3,female,13,18,24,27,13,45,67,12,19,12,7,65.278,35500,2,2,3,2,3,2,2,3,3,3
747,1,1,1,14,12,26200,3,male,12,16,24,25,12,30,44,15,21,14,11,70.368,50300,2,2,4,1,3,2,2,3,3,3
748,0,1,1,12,10,40000,3,female,13,13,12,24,12,28,54,13,8,10,14,23.929,34000,2,2,4,2,3,2,2,3,4,4
751,1,1,1,13,14,0,3,male,16,14,7,21,10,22,47,16,11,13,9,28.746,55000,1,1,4,2,4,2,3,3,3,4
752,1,1,1,8,10,4250,3,female,19,20,28,31,14,50,55,14,20,15,17,80.463,120000,1,1,4,1,4,1,2,3,3,3
755,0,1,1,5,3,11000,1,female,12,11,20,26,14,44,66,13,8,9,6,54.906,37000,1,1,3,2,3,1,1,3,3,3
756,0,1,1,5,3,11000,1,female,12,7,11,17,9,24,53,6,6,8,7,20.084,26000,3,2,3,2,3,2,2,3,3,3
757,0,1,1,11,9,5328,2,female,14,9,15,21,9,28,29,10,10,9,5,31.118,35000,1,1,4,1,4,1,1,4,4,4
758,0,1,1,10,2,20000,2,female,12,5,10,12,7,21,54,10,7,6,9,11.905,20000,2,2,3,2,3,2,2,3,3,3
761,0,1,1,12,12,3150,3,female,15,18,15,34,13,30,40,15,8,12,11,55.614,25000,1,1,3,3,2,3,3,1,1,3
762,1,1,1,8,12,25500,1,male,12,11,15,22,14,39,38,4,12,6,8,48.786,12000,1,1,4,1,4,1,1,4,4,4
763,1,1,1,10,12,25500,1,male,12,13,19,21,13,23,33,13,7,4,10,34.18,23000,2,2,3,2,3,2,2,4,3,3
764,1,1,1,8,12,25500,1,female,14,12,12,18,11,35,56,11,8,11,9,31.809,21000,1,1,4,1,4,1,1,4,4,4
769,1,1,1,12,12,35000,3,male,12,18,12,33,8,33,45,19,12,12,14,34.236,3000,2,3,2,3,3,2,2,3,3,4
772,1,1,1,12,14,14510,3,male,12,18,20,29,12,34,36,17,12,16,18,52.482,74000,2,2,3,2,3,2,2,2,3,3
774,1,1,1,10,12,26000,3,male,14,17,11,33,14,26,41,15,10,17,13,53.534,35000,1,1,3,1,3,2,3,3,2,3
776,1,1,1,12,13,23000,3,male,17,24,28,34,14,48,58,23,25,20,20,97.088,115000,2,2,3,2,3,2,2,3,3,3
777,1,1,1,12,13,23000,3,male,16,20,24,28,13,50,56,18,22,19,16,79.85,85000,1,1,4,2,4,1,1,4,4,4
778,1,1,1,12,13,23000,3,male,17,21,22,33,14,24,39,20,18,21,17,89.794,30000,1,1,4,1,4,1,1,3,3,3
779,1,1,1,17,12,20000,3,female,14,12,14,26,11,35,40,11,17,13,6,60.353,26000,2,1,3,1,4,1,2,4,4,4
784,1,1,0,10,12,17000,1,male,13,16,20,24,7,27,37,19,12,15,12,49.537,30000,1,1,4,1,4,2,2,4,4,4
789,0,1,1,12,12,50000,3,female,12,13,14,23,14,45,68,10,9,6,7,42.361,15000,2,2,3,3,3,2,2,2,3,3
792,1,1,1,12,12,25000,3,female,16,10,13,20,10,25,43,8,11,8,5,28.537,30000,2,1,4,2,4,2,2,4,4,4
793,1,1,1,12,17,50000,3,male,16,22,23,34,11,48,60,12,19,13,14,61.347,30000,2,2,3,2,4,2,2,3,3,3
796,1,1,1,11,12,40000,3,male,16,25,28,35,15,42,62,20,19,21,15,94.119,58000,1,1,3,1,4,1,1,4,2,4
797,1,1,1,11,12,40000,3,male,12,18,19,32,13,50,19,18,12,20,17,68.375,72000,1,1,4,1,4,1,1,4,4,4
799,1,1,1,12,12,26000,3,male,12,17,12,26,11,38,33,18,6,15,16,34.051,53000,1,1,3,1,3,1,1,4,4,4
800,1,1,1,10,9,29000,3,male,14,21,11,28,11,23,28,17,7,8,15,32.078,54000,1,1,4,1,4,1,1,4,4,3
801,1,1,1,11,6,20000,3,female,14,12,13,29,8,29,42,10,6,9,9,25.324,19327,2,1,4,2,4,2,2,4,4,4
802,1,1,1,11,6,20000,3,male,12,10,11,23,9,23,39,11,6,11,11,17.362,30000,2,2,3,2,3,2,2,3,3,3
804,1,1,1,12,12,30000,3,female,19,8,14,21,11,22,38,13,9,11,8,40.982,16000,1,1,3,2,3,1,2,3,3,4
806,1,1,1,12,12,30000,3,male,12,13,11,16,7,34,38,10,6,9,9,13.465,35000,2,2,3,2,3,2,3,3,3,3
807,1,1,1,12,12,30000,3,male,16,22,24,25,13,49,53,13,23,17,18,76.332,70000,2,2,4,2,4,2,2,3,3,3
810,1,1,1,12,12,35000,3,female,16,17,25,34,15,49,75,13,22,13,14,91.719,115000,1,1,4,1,4,1,1,4,4,4
811,1,1,1,12,10,30000,3,female,15,11,22,30,14,35,49,3,16,13,8,63.642,16000,1,1,3,2,3,2,2,3,2,3
812,1,1,1,12,10,21000,3,female,16,17,29,25,15,50,54,11,24,17,14,86.99,10500,1,1,4,1,4,1,2,4,4,4
813,0,1,1,12,13,35000,3,male,20,20,29,33,13,50,58,17,24,18,15,85.915,33000,1,1,4,1,4,1,1,4,4,4
814,1,1,1,12,14,45000,3,female,12,15,9,28,11,39,62,12,6,9,9,19.541,16000,1,1,4,1,4,1,1,4,4,4
815,1,1,1,16,17,25000,3,male,12,17,27,25,13,28,44,16,20,18,18,66.54,23400,2,2,3,2,3,2,2,3,3,3
816,1,1,1,12,12,31000,3,female,16,14,9,30,15,36,73,10,7,10,10,39.343,29000,2,2,3,2,3,2,2,3,3,3
817,1,1,1,12,14,30000,3,male,16,19,20,31,13,39,47,12,17,16,14,81.325,117000,1,1,4,1,4,1,1,4,3,4
818,0,0,1,12,12,41000,3,male,13,12,22,16,11,32,43,9,10,12,10,35.569,85000,1,1,3,1,3,1,1,3,3,3
820,0,1,1,17,16,30000,3,female,16,10,18,23,13,46,47,12,14,15,10,49.039,85000,1,1,4,1,4,1,1,1,3,3
821,1,1,1,18,16,65000,3,female,18,21,30,35,14,42,60,18,24,18,16,99.18,34000,1,1,4,1,4,2,1,4,3,4
825,1,1,1,16,16,40000,3,male,17,23,25,35,14,48,50,16,22,18,15,89.264,73000,1,1,3,2,3,2,2,3,3,3
827,1,1,1,12,16,30000,3,male,20,22,28,34,14,43,49,19,20,19,14,92.042,169541,2,2,3,2,3,2,2,3,3,3
829,1,1,1,14,17,5410,3,female,19,20,16,29,12,44,51,11,13,13,8,38.888,66000,1,1,4,1,4,1,1,3,3,4
832,1,1,1,12,12,16000,2,male,12,12,12,22,10,26,37,9,11,11,4,38.997,20000,2,2,3,2,3,2,2,3,3,3
835,1,1,1,10,10,15000,2,female,13,11,10,19,10,39,42,10,8,8,4,25.338,25000,2,2,3,2,3,1,2,3,3,4
839,1,1,1,12,10,14000,2,female,15,13,4,15,7,16,20,6,4,5,10,4.208,30000,1,1,3,1,3,2,1,3,3,3
843,0,1,0,13,11,17000,3,female,12,15,14,25,11,30,50,9,7,13,7,34.453,3000,1,2,3,2,3,2,2,3,3,3
847,0,1,1,11,11,30000,2,male,16,16,15,24,11,34,36,11,7,13,7,22.976,67500,1,1,4,1,4,1,1,4,4,4
849,0,1,0,12,8,12000,3,female,12,11,15,24,9,34,30,9,13,10,6,36.881,20000,1,1,3,1,3,2,2,3,4,4
850,0,1,1,12,11,12000,3,male,13,15,27,31,13,38,54,10,23,11,8,82.62,85000,1,1,4,1,4,1,1,4,3,4
851,0,1,1,13,12,7950,3,male,12,15,21,28,12,40,52,20,17,15,12,55.782,48000,1,1,4,1,3,1,1,3,2,4
854,1,1,1,12,12,35000,3,female,12,18,12,32,11,34,35,12,11,9,6,50.954,22000,1,1,4,1,4,1,1,4,4,4
856,1,1,1,12,12,25000,3,female,13,19,26,32,13,30,51,12,19,15,13,83.737,25000,2,2,4,2,4,2,2,3,4,4
859,1,1,1,12,12,25000,3,male,12,13,6,29,10,21,12,16,6,13,10,23.25,46000,1,1,3,1,3,2,1,3,3,3
860,0,1,1,11,12,25000,3,male,12,20,23,29,13,36,48,22,18,18,14,69.283,37500,1,2,3,1,3,1,2,2,3,4
861,1,1,1,12,12,15000,3,female,12,18,15,31,11,25,40,13,9,15,8,49.173,29000,1,1,4,1,4,2,2,1,4,4
862,1,1,0,9,12,10700,3,female,11,12,22,30,11,24,46,14,9,10,10,41.383,25000,2,2,4,2,4,2,1,4,3,3
863,1,1,1,14,16,60000,3,male,12,13,23,19,10,49,61,14,11,17,11,38.088,125000,2,2,3,2,3,2,2,3,3,3
866,1,1,1,12,12,21000,3,female,12,10,11,22,9,20,41,7,7,9,4,27.315,36000,1,1,4,1,4,1,1,4,1,2
872,1,1,1,16,17,30000,3,male,16,25,24,35,10,40,72,22,21,25,18,71.872,176354,1,1,4,2,4,2,2,3,4,4
874,1,1,1,16,17,30000,3,male,19,19,27,33,15,36,54,22,22,22,20,94.976,90000,1,1,3,2,3,2,2,3,3,3
875,1,1,1,15,15,5000,3,female,12,15,12,30,11,23,44,15,4,15,6,25.657,40000,1,1,4,1,4,1,1,4,4,4
878,1,1,1,14,14,38000,3,female,12,14,20,30,10,29,46,14,16,6,9,68.575,50000,1,1,4,2,4,2,2,3,3,3
879,1,1,1,19,20,25000,3,female,20,12,18,28,14,38,44,10,18,12,6,79.765,52900,2,2,3,2,3,2,2,3,3,3
881,1,1,0,16,16,40000,3,male,16,23,25,33,14,39,58,21,18,20,15,80.898,8000,1,1,3,2,4,1,1,1,4,4
882,1,1,1,16,16,38000,3,male,16,15,18,28,12,46,59,19,17,17,14,64.498,42000,2,2,4,2,4,2,2,3,2,3
883,1,1,1,16,16,38000,3,female,15,14,21,28,12,38,41,10,14,17,9,75.516,30000,1,1,4,1,4,1,1,4,4,4
884,1,1,1,13,15,21000,3,female,18,22,29,35,15,49,70,17,22,19,15,98.089,52000,1,1,4,2,4,2,2,3,4,3
885,1,1,1,20,20,21000,3,male,16,23,27,35,11,49,24,23,21,21,16,81.33,37000,2,2,3,2,3,2,2,3,3,3
888,1,1,1,14,14,12250,3,male,12,13,9,26,10,29,45,17,10,14,14,21.826,50000,1,1,3,1,3,1,1,3,4,4
889,1,1,1,12,12,12600,3,female,15,16,18,29,13,31,36,8,12,8,9,45.056,24000,2,2,3,2,3,2,2,3,3,3
890,0,1,1,12,14,40000,3,male,19,21,29,31,13,50,67,21,25,22,18,82.756,183306,1,1,4,1,4,1,1,3,4,4
891,0,1,1,12,14,4452,3,male,12,14,26,25,9,43,53,20,15,20,14,42.935,36000,2,2,4,2,4,2,2,4,4,4
896,1,1,1,16,17,25000,3,female,16,21,30,34,14,50,70,9,25,19,12,98.804,15000,1,2,1,2,3,3,3,2,2,3
898,1,1,1,16,16,28000,3,female,16,12,24,27,12,49,52,10,24,16,8,79.576,40000,1,1,4,1,4,1,1,4,4,4
899,1,1,1,11,10,10000,3,male,15,18,29,35,12,43,47,21,19,17,12,83.208,31000,2,2,4,2,4,2,2,3,3,4
902,1,1,1,13,16,25000,3,male,17,18,25,29,14,42,42,17,19,17,11,82.49,64320,1,1,4,1,4,1,1,4,3,4
906,1,1,1,13,12,20000,3,female,19,23,26,34,14,43,58,14,22,13,14,93.511,90000,1,1,4,1,4,1,1,4,3,4
907,1,1,1,12,12,20000,3,male,19,24,27,35,13,27,43,19,25,24,16,93.432,7000,1,1,4,1,4,1,1,4,4,4
908,1,1,1,12,12,20000,3,male,16,22,22,31,14,34,46,16,19,20,15,82.465,37000,1,1,4,2,3,2,2,3,3,3
909,1,1,1,12,12,20000,3,female,15,16,13,27,12,36,56,12,17,13,8,61.363,31330,2,2,3,2,3,2,2,2,3,3
912,1,1,1,12,10,19000,3,female,16,23,29,34,13,48,70,20,24,15,14,91.404,34000,2,2,4,1,4,2,2,3,3,4
914,1,1,1,10,12,37000,1,female,12,18,21,35,12,47,50,16,17,10,9,75.363,71500,1,1,4,1,4,1,2,4,3,4
915,1,1,1,10,8,37000,1,female,14,21,28,33,13,39,51,10,22,12,9,92.122,57000,1,1,4,2,4,1,2,4,3,4
916,1,1,1,14,16,70000,3,male,16,23,27,33,13,40,68,23,23,21,16,82.189,20000,2,2,4,2,4,1,2,4,4,4
920,1,1,1,12,12,17000,3,male,16,20,27,33,12,49,65,16,24,16,14,86.877,120000,1,1,4,1,4,1,1,4,4,4
921,1,1,1,12,12,17000,3,male,14,15,9,15,2,24,24,16,6,12,12,7.983,65000,2,2,3,2,3,2,2,3,3,3
922,1,1,1,10,11,21000,3,male,12,19,17,28,14,45,37,18,15,12,14,55.885,90000,1,1,4,1,4,1,3,3,3,3
929,1,1,1,12,12,20000,3,male,12,20,21,28,14,32,33,24,13,18,18,75.258,42000,1,1,4,1,4,2,2,4,4,4
932,0,1,1,12,12,11601,3,female,12,16,6,23,13,28,31,11,7,8,8,26.769,30000,1,1,4,2,4,2,4,1,4,4
935,1,1,1,12,12,25000,3,female,12,16,14,25,13,36,59,12,11,10,10,34.62,9800,1,1,4,1,4,1,1,1,1,1
936,1,1,1,12,12,25000,3,female,15,19,15,26,14,47,83,13,18,13,8,58.404,15000,2,1,4,2,4,2,2,4,4,4
937,1,1,1,12,12,25000,3,male,14,19,22,29,14,48,71,20,21,20,16,84.974,75000,1,1,4,1,4,2,2,4,4,4
938,0,1,1,12,12,25000,3,male,12,13,11,23,9,28,22,20,7,14,12,21.712,38500,1,2,3,2,3,2,2,2,3,4
941,1,1,1,12,12,35000,3,male,13,15,16,28,11,34,53,18,18,13,13,44.224,80000,2,2,3,2,3,2,2,3,3,3
942,1,1,1,12,12,15000,3,female,12,14,20,24,13,37,71,10,15,12,9,55.978,43000,1,1,4,1,1,2,2,3,1,1
944,1,1,1,12,12,6000,3,male,18,23,30,35,14,50,80,21,24,21,15,97.299,54000,1,1,4,1,4,1,2,4,4,4
945,0,1,1,12,12,20000,3,male,16,16,17,28,14,30,46,18,13,21,17,51.523,37300,2,2,3,2,3,2,2,3,2,3
947,1,1,1,10,12,17000,3,male,13,15,27,33,13,48,51,23,22,24,18,77.263,64000,1,1,4,2,4,1,2,3,3,4
949,1,1,1,12,11,21000,3,female,12,18,16,26,12,31,39,11,19,13,7,64.067,70000,2,2,4,2,4,1,1,4,4,4
950,1,1,1,12,11,21000,3,female,12,22,24,33,14,36,59,16,22,15,8,91.63,30000,1,1,4,1,4,1,1,4,4,4
951,0,0,0,12,12,18000,3,male,12,14,11,24,12,32,30,18,16,13,9,52.109,72000,2,2,3,2,3,2,3,3,3,3
952,0,0,1,12,12,18000,3,female,12,18,24,19,12,47,61,10,20,10,12,63.71,23600,1,1,4,1,4,1,2,3,3,4
955,1,1,1,12,12,25000,3,male,12,24,18,31,10,46,53,24,14,21,16,45.546,40000,1,1,3,2,3,2,2,3,3,3
956,1,1,1,12,12,25000,3,male,13,19,14,25,13,46,53,15,10,11,14,55.543,15000,2,2,3,2,3,2,2,3,3,3
958,1,1,0,8,12,45000,3,male,12,16,24,29,7,44,45,21,9,23,17,41.439,35000,1,1,4,2,4,2,1,3,4,4
959,1,1,0,15,16,75001,3,male,14,20,30,32,15,39,54,25,24,21,16,96.442,170247,1,1,4,1,4,1,2,3,3,3
960,1,1,0,15,16,75001,3,male,15,23,28,32,15,34,54,24,20,24,18,88.979,150000,2,2,3,2,3,2,2,3,3,3
961,1,1,0,15,16,75001,3,male,16,21,25,32,15,39,59,23,21,20,19,88.914,140000,2,1,4,2,3,2,2,2,3,3
