Region,MetropolitanStatus,Age,Sex,MaritalStatus,EdCode,Education,JobClass,WeeklyEarnings
South,Metropolitan,63,Male,Married,43,BachelorsDegree,FedGov,1350
South,Metropolitan,50,Female,Not Married,43,BachelorsDegree,FedGov,923.07
West,Metropolitan,44,Male,Married,33,FifthorSixthGrade,FedGov,378
Midwest,Metropolitan,56,Male,Married,43,BachelorsDegree,FedGov,1057
South,Metropolitan,56,Female,Married,39,HighSchoolDiploma,FedGov,923.07
South,Not Metropolitan,47,Female,Not Married,39,HighSchoolDiploma,FedGov,583.5
South,Metropolitan,35,Male,Not Married,44,MastersDegree,FedGov,1865.38
Midwest,Not Metropolitan,51,Female,Married,42,AssocDegAcadem,FedGov,1000
South,Metropolitan,33,Female,Married,44,MastersDegree,FedGov,1134.61
South,Metropolitan,60,Male,Married,42,AssocDegAcadem,FedGov,620
Northeast,Metropolitan,44,Female,Not Married,39,HighSchoolDiploma,FedGov,576.92
Northeast,Not Metropolitan,53,Female,Not Married,40,SomeCollegeButNoDegree,FedGov,700
South,Metropolitan,34,Female,Not Married,44,MastersDegree,FedGov,472.5
West,Metropolitan,39,Male,Not Married,43,BachelorsDegree,FedGov,875.01
West,Metropolitan,36,Male,Married,43,BachelorsDegree,FedGov,2019.23
South,Not Metropolitan,39,Male,Not Married,39,HighSchoolDiploma,FedGov,903
South,Metropolitan,51,Female,Not Married,43,BachelorsDegree,FedGov,923
Northeast,Metropolitan,47,Male,Married,43,BachelorsDegree,FedGov,2692.3
South,Metropolitan,55,Female,Not Married,44,MastersDegree,FedGov,1634.61
Midwest,Metropolitan,33,Male,Not Married,44,MastersDegree,FedGov,480.76
West,Metropolitan,27,Male,Married,43,BachelorsDegree,FedGov,1250
South,Metropolitan,58,Male,Married,39,HighSchoolDiploma,FedGov,807.69
West,Metropolitan,48,Female,Married,43,BachelorsDegree,LocalGov,1312.4
West,Metropolitan,54,Female,Married,44,MastersDegree,LocalGov,1897.5
Midwest,Metropolitan,47,Male,Married,39,HighSchoolDiploma,LocalGov,320
Northeast,Metropolitan,56,Female,Married,40,SomeCollegeButNoDegree,LocalGov,1250
South,Metropolitan,37,Female,Married,46,DoctorateDegree,LocalGov,1346.15
Midwest,Not Metropolitan,44,Male,Married,39,HighSchoolDiploma,LocalGov,576.92
Midwest,Not Metropolitan,58,Female,Not Married,39,HighSchoolDiploma,LocalGov,416
Northeast,Metropolitan,46,Male,Not Married,39,HighSchoolDiploma,LocalGov,1600
Midwest,Not Metropolitan,61,Male,Married,42,AssocDegAcadem,LocalGov,800
Northeast,Metropolitan,46,Female,Married,44,MastersDegree,LocalGov,1500
Midwest,Metropolitan,26,Male,Married,41,AssocDegOccupVocat,LocalGov,880
South,Not Metropolitan,55,Male,Married,39,HighSchoolDiploma,LocalGov,300
South,Metropolitan,51,Male,Married,40,SomeCollegeButNoDegree,LocalGov,903
Northeast,Metropolitan,29,Male,Married,40,SomeCollegeButNoDegree,LocalGov,1096.15
Northeast,Metropolitan,45,Female,Married,44,MastersDegree,LocalGov,952.38
Northeast,Metropolitan,45,Male,Married,40,SomeCollegeButNoDegree,LocalGov,800
West,Not Metropolitan,54,Male,Married,39,HighSchoolDiploma,LocalGov,1057.69
South,Metropolitan,29,Female,Not Married,43,BachelorsDegree,LocalGov,320
West,Metropolitan,26,Male,Not Married,43,BachelorsDegree,LocalGov,1369.14
Northeast,Metropolitan,38,Male,Married,40,SomeCollegeButNoDegree,LocalGov,903.84
Northeast,Metropolitan,52,Female,Married,43,BachelorsDegree,LocalGov,1346.15
South,Metropolitan,28,Female,Not Married,44,MastersDegree,LocalGov,961.53
Midwest,Metropolitan,44,Male,Married,39,HighSchoolDiploma,LocalGov,700
South,Not Metropolitan,45,Female,Married,35,NinthGrade,LocalGov,346.15
West,Metropolitan,36,Female,Not Married,43,BachelorsDegree,LocalGov,1600
South,Metropolitan,52,Female,Not Married,39,HighSchoolDiploma,LocalGov,880.8
South,Metropolitan,56,Male,Not Married,43,BachelorsDegree,LocalGov,1000
Midwest,Metropolitan,52,Female,Married,43,BachelorsDegree,LocalGov,1076.92
Midwest,Metropolitan,40,Female,Not Married,44,MastersDegree,LocalGov,1134.61
Midwest,Metropolitan,32,Female,Not Married,43,BachelorsDegree,LocalGov,1173.07
West,Metropolitan,57,Female,Married,39,HighSchoolDiploma,LocalGov,961.53
South,Not Identified,55,Male,Not Married,43,BachelorsDegree,LocalGov,384.61
Midwest,Metropolitan,22,Male,Not Married,40,SomeCollegeButNoDegree,LocalGov,692
Midwest,Not Metropolitan,52,Female,Married,39,HighSchoolDiploma,LocalGov,576
Northeast,Metropolitan,49,Male,Not Married,41,AssocDegOccupVocat,LocalGov,1200
West,Metropolitan,41,Male,Married,40,SomeCollegeButNoDegree,LocalGov,903.84
Midwest,Not Metropolitan,41,Male,Married,43,BachelorsDegree,LocalGov,575
Midwest,Not Metropolitan,60,Female,Not Married,43,BachelorsDegree,LocalGov,826
South,Metropolitan,51,Male,Not Married,40,SomeCollegeButNoDegree,LocalGov,653.84
South,Metropolitan,75,Male,Married,44,MastersDegree,LocalGov,2884.61
Northeast,Metropolitan,43,Female,Married,39,HighSchoolDiploma,LocalGov,630
South,Metropolitan,30,Female,Not Married,44,MastersDegree,LocalGov,692.3
Northeast,Metropolitan,46,Male,Married,39,HighSchoolDiploma,LocalGov,807.69
South,Metropolitan,27,Female,Not Married,44,MastersDegree,LocalGov,1472.22
South,Metropolitan,39,Male,Married,46,DoctorateDegree,LocalGov,1346.15
Northeast,Metropolitan,37,Female,Not Married,44,MastersDegree,LocalGov,846.15
West,Not Metropolitan,55,Female,Married,40,SomeCollegeButNoDegree,LocalGov,1098
Northeast,Metropolitan,45,Female,Married,39,HighSchoolDiploma,LocalGov,769.23
Midwest,Not Metropolitan,65,Female,Married,39,HighSchoolDiploma,LocalGov,763
South,Metropolitan,52,Female,Married,43,BachelorsDegree,LocalGov,1250
West,Metropolitan,59,Female,Not Married,43,BachelorsDegree,LocalGov,320
Northeast,Metropolitan,53,Female,Married,44,MastersDegree,LocalGov,1923
South,Not Metropolitan,76,Male,Married,37,EleventhGrade,LocalGov,1123
Midwest,Not Metropolitan,56,Male,Married,39,HighSchoolDiploma,LocalGov,360
Northeast,Metropolitan,57,Male,Not Married,42,AssocDegAcadem,LocalGov,1004.5
Midwest,Not Metropolitan,49,Female,Not Married,44,MastersDegree,LocalGov,1500
West,Not Metropolitan,33,Female,Married,40,SomeCollegeButNoDegree,LocalGov,723.35
West,Metropolitan,52,Male,Married,41,AssocDegOccupVocat,LocalGov,1173.07
Midwest,Not Metropolitan,25,Female,Married,43,BachelorsDegree,LocalGov,615.38
South,Metropolitan,36,Female,Married,43,BachelorsDegree,LocalGov,816.32
South,Metropolitan,27,Female,Not Married,43,BachelorsDegree,LocalGov,961.53
West,Metropolitan,47,Male,Married,40,SomeCollegeButNoDegree,LocalGov,1384.61
West,Not Metropolitan,57,Female,Not Married,43,BachelorsDegree,LocalGov,455.07
South,Not Metropolitan,23,Male,Married,37,EleventhGrade,LocalGov,185
Northeast,Metropolitan,32,Female,Married,44,MastersDegree,LocalGov,1211.53
Midwest,Metropolitan,54,Male,Not Married,43,BachelorsDegree,LocalGov,961
West,Metropolitan,40,Female,Married,43,BachelorsDegree,LocalGov,1153.84
South,Metropolitan,45,Male,Married,40,SomeCollegeButNoDegree,LocalGov,2403
South,Metropolitan,32,Female,Married,44,MastersDegree,LocalGov,1061.53
Northeast,Metropolitan,38,Female,Married,44,MastersDegree,LocalGov,961.53
Northeast,Metropolitan,55,Female,Married,44,MastersDegree,LocalGov,600
Midwest,Metropolitan,68,Female,Married,39,HighSchoolDiploma,LocalGov,560
Midwest,Metropolitan,52,Female,Not Married,43,BachelorsDegree,LocalGov,700
Midwest,Metropolitan,44,Female,Married,44,MastersDegree,LocalGov,1134
South,Metropolitan,27,Female,Not Married,43,BachelorsDegree,LocalGov,769
Midwest,Metropolitan,50,Male,Married,43,BachelorsDegree,LocalGov,1216
South,Metropolitan,51,Male,Not Married,43,BachelorsDegree,LocalGov,961.53
Midwest,Metropolitan,26,Male,Not Married,43,BachelorsDegree,LocalGov,605.76
Midwest,Metropolitan,45,Male,Married,44,MastersDegree,LocalGov,1250
South,Not Metropolitan,40,Male,Married,43,BachelorsDegree,LocalGov,738.46
West,Metropolitan,33,Male,Married,40,SomeCollegeButNoDegree,LocalGov,1686
Midwest,Not Metropolitan,36,Male,Married,40,SomeCollegeButNoDegree,LocalGov,800
West,Metropolitan,39,Female,Not Married,40,SomeCollegeButNoDegree,LocalGov,1900
South,Metropolitan,53,Female,Not Married,39,HighSchoolDiploma,LocalGov,276.92
South,Not Metropolitan,35,Male,Married,39,HighSchoolDiploma,LocalGov,412
West,Metropolitan,46,Male,Married,44,MastersDegree,LocalGov,1115.38
West,Metropolitan,46,Female,Married,39,HighSchoolDiploma,LocalGov,634
South,Not Metropolitan,48,Female,Married,40,SomeCollegeButNoDegree,LocalGov,526.28
Midwest,Metropolitan,33,Male,Married,44,MastersDegree,LocalGov,1115.38
Midwest,Metropolitan,57,Female,Married,40,SomeCollegeButNoDegree,LocalGov,884.61
West,Metropolitan,56,Male,Married,39,HighSchoolDiploma,LocalGov,600
Northeast,Metropolitan,27,Female,Not Married,43,BachelorsDegree,LocalGov,730.76
Midwest,Metropolitan,30,Female,Married,40,SomeCollegeButNoDegree,LocalGov,480
West,Metropolitan,40,Female,Married,42,AssocDegAcadem,LocalGov,1200
South,Metropolitan,26,Male,Married,43,BachelorsDegree,LocalGov,330
Northeast,Not Metropolitan,62,Female,Married,39,HighSchoolDiploma,LocalGov,1160
Northeast,Not Metropolitan,63,Female,Married,43,BachelorsDegree,LocalGov,826
South,Not Metropolitan,28,Female,Not Married,45,ProfSchoolDegree,LocalGov,2500
West,Not Identified,48,Male,Not Married,43,BachelorsDegree,LocalGov,1538.46
West,Not Metropolitan,41,Female,Married,44,MastersDegree,LocalGov,846.15
West,Metropolitan,36,Male,Not Married,43,BachelorsDegree,LocalGov,2084.5
Northeast,Metropolitan,54,Male,Married,39,HighSchoolDiploma,LocalGov,850.9
Midwest,Metropolitan,56,Female,Married,43,BachelorsDegree,LocalGov,600
Northeast,Metropolitan,60,Male,Married,42,AssocDegAcadem,LocalGov,1230
South,Metropolitan,45,Male,Married,43,BachelorsDegree,LocalGov,1192.3
West,Metropolitan,56,Female,Married,39,HighSchoolDiploma,LocalGov,612.5
Northeast,Metropolitan,41,Male,Not Married,46,DoctorateDegree,LocalGov,1903.84
Midwest,Metropolitan,29,Female,Married,43,BachelorsDegree,LocalGov,738.46
South,Metropolitan,53,Male,Married,43,BachelorsDegree,LocalGov,1250
Midwest,Metropolitan,44,Male,Married,43,BachelorsDegree,LocalGov,1600
West,Metropolitan,36,Male,Not Married,44,MastersDegree,LocalGov,1538.46
Northeast,Metropolitan,40,Male,Married,40,SomeCollegeButNoDegree,LocalGov,660
South,Metropolitan,61,Female,Married,41,AssocDegOccupVocat,LocalGov,615
Northeast,Metropolitan,55,Female,Married,43,BachelorsDegree,LocalGov,1538.46
Northeast,Metropolitan,53,Female,Married,43,BachelorsDegree,LocalGov,600
Midwest,Metropolitan,32,Female,Not Married,40,SomeCollegeButNoDegree,LocalGov,552.51
Northeast,Metropolitan,42,Female,Married,44,MastersDegree,LocalGov,1346.15
Northeast,Metropolitan,59,Female,Married,44,MastersDegree,LocalGov,1800
Northeast,Metropolitan,58,Female,Not Married,44,MastersDegree,LocalGov,2000
Midwest,Metropolitan,60,Male,Married,39,HighSchoolDiploma,LocalGov,615.38
Northeast,Metropolitan,48,Female,Not Married,39,HighSchoolDiploma,LocalGov,653.84
South,Not Metropolitan,36,Female,Married,43,BachelorsDegree,LocalGov,550
Midwest,Not Metropolitan,45,Male,Married,41,AssocDegOccupVocat,LocalGov,1384
Northeast,Metropolitan,47,Male,Married,39,HighSchoolDiploma,LocalGov,1442
Midwest,Not Metropolitan,61,Female,Not Married,43,BachelorsDegree,LocalGov,961.53
South,Metropolitan,65,Female,Not Married,40,SomeCollegeButNoDegree,LocalGov,580
South,Metropolitan,31,Male,Married,39,HighSchoolDiploma,LocalGov,400
Midwest,Not Metropolitan,44,Female,Married,43,BachelorsDegree,LocalGov,557.69
South,Metropolitan,62,Male,Not Married,40,SomeCollegeButNoDegree,LocalGov,520
West,Not Metropolitan,53,Female,Married,40,SomeCollegeButNoDegree,LocalGov,1923.07
South,Metropolitan,41,Female,Married,39,HighSchoolDiploma,LocalGov,2423.07
West,Not Metropolitan,47,Male,Not Married,39,HighSchoolDiploma,LocalGov,600
Midwest,Metropolitan,50,Female,Married,44,MastersDegree,LocalGov,1634.05
Midwest,Metropolitan,54,Female,Not Married,39,HighSchoolDiploma,LocalGov,760
Northeast,Metropolitan,58,Female,Not Married,44,MastersDegree,LocalGov,1211.53
West,Metropolitan,31,Female,Married,44,MastersDegree,LocalGov,2340
South,Not Metropolitan,61,Male,Married,43,BachelorsDegree,LocalGov,903
Northeast,Metropolitan,52,Female,Married,44,MastersDegree,LocalGov,1730.76
West,Metropolitan,56,Male,Not Married,43,BachelorsDegree,LocalGov,600
West,Not Metropolitan,42,Male,Married,44,MastersDegree,LocalGov,961.53
West,Metropolitan,49,Female,Not Married,39,HighSchoolDiploma,LocalGov,480
South,Metropolitan,34,Male,Married,43,BachelorsDegree,LocalGov,600
South,Not Metropolitan,46,Female,Married,38,TwelthButNoDiploma,LocalGov,769.23
Midwest,Not Metropolitan,25,Female,Not Married,43,BachelorsDegree,LocalGov,596.15
West,Metropolitan,49,Female,Not Married,42,AssocDegAcadem,LocalGov,576
South,Metropolitan,38,Male,Not Married,39,HighSchoolDiploma,LocalGov,480.76
West,Metropolitan,27,Female,Not Married,45,ProfSchoolDegree,LocalGov,865.38
South,Metropolitan,49,Male,Married,44,MastersDegree,LocalGov,2080
West,Not Metropolitan,50,Male,Married,40,SomeCollegeButNoDegree,LocalGov,923
Northeast,Metropolitan,45,Female,Not Married,40,SomeCollegeButNoDegree,LocalGov,769
Northeast,Metropolitan,50,Male,Married,42,AssocDegAcadem,LocalGov,1923
West,Metropolitan,56,Female,Married,44,MastersDegree,LocalGov,1442
South,Metropolitan,46,Female,Not Married,42,AssocDegAcadem,LocalGov,611.53
Northeast,Metropolitan,49,Female,Married,40,SomeCollegeButNoDegree,LocalGov,553
West,Metropolitan,34,Male,Married,40,SomeCollegeButNoDegree,LocalGov,2144
Northeast,Not Metropolitan,49,Female,Not Married,40,SomeCollegeButNoDegree,LocalGov,400
Northeast,Metropolitan,38,Female,Not Married,44,MastersDegree,LocalGov,1046.51
West,Metropolitan,41,Male,Married,43,BachelorsDegree,LocalGov,1900
West,Metropolitan,49,Female,Married,39,HighSchoolDiploma,LocalGov,560
West,Not Metropolitan,29,Female,Married,44,MastersDegree,LocalGov,323.07
West,Metropolitan,31,Male,Married,44,MastersDegree,LocalGov,865
South,Metropolitan,39,Male,Married,40,SomeCollegeButNoDegree,LocalGov,461.53
Northeast,Metropolitan,60,Male,Not Married,45,ProfSchoolDegree,LocalGov,1730.76
West,Not Metropolitan,41,Female,Married,43,BachelorsDegree,LocalGov,1153.84
Midwest,Metropolitan,30,Female,Married,43,BachelorsDegree,LocalGov,634.61
Midwest,Metropolitan,41,Male,Not Married,39,HighSchoolDiploma,LocalGov,1353.6
Midwest,Not Metropolitan,36,Female,Married,43,BachelorsDegree,LocalGov,596.15
South,Metropolitan,58,Female,Not Married,39,HighSchoolDiploma,LocalGov,769.23
Northeast,Metropolitan,51,Male,Married,40,SomeCollegeButNoDegree,LocalGov,1480.76
Midwest,Not Metropolitan,70,Male,Not Married,34,SeventhOrEighthGrade,LocalGov,480
South,Metropolitan,47,Male,Not Married,43,BachelorsDegree,LocalGov,1038.46
West,Metropolitan,47,Male,Married,43,BachelorsDegree,LocalGov,1288.46
West,Metropolitan,32,Female,Married,44,MastersDegree,LocalGov,800
West,Metropolitan,41,Male,Married,44,MastersDegree,LocalGov,923.07
West,Metropolitan,45,Male,Married,44,MastersDegree,LocalGov,1730.76
West,Not Metropolitan,27,Female,Married,44,MastersDegree,LocalGov,1057
Northeast,Metropolitan,38,Male,Married,42,AssocDegAcadem,LocalGov,1153.84
West,Metropolitan,54,Male,Married,44,MastersDegree,LocalGov,2384.61
South,Metropolitan,27,Female,Married,39,HighSchoolDiploma,LocalGov,96.15
Northeast,Metropolitan,29,Male,Not Married,43,BachelorsDegree,LocalGov,1500
South,Metropolitan,45,Female,Not Married,39,HighSchoolDiploma,LocalGov,576
West,Not Metropolitan,47,Female,Married,42,AssocDegAcadem,LocalGov,461.53
West,Metropolitan,30,Male,Married,43,BachelorsDegree,LocalGov,2307
Midwest,Not Metropolitan,22,Male,Not Married,39,HighSchoolDiploma,LocalGov,360
Midwest,Not Metropolitan,51,Female,Not Married,43,BachelorsDegree,LocalGov,807.69
South,Not Metropolitan,40,Male,Not Married,43,BachelorsDegree,LocalGov,760
South,Metropolitan,63,Female,Married,44,MastersDegree,LocalGov,1730.76
Midwest,Not Metropolitan,28,Female,Not Married,43,BachelorsDegree,LocalGov,575
Northeast,Metropolitan,61,Female,Not Married,40,SomeCollegeButNoDegree,LocalGov,300
South,Metropolitan,62,Male,Not Married,44,MastersDegree,LocalGov,1788.46
Midwest,Metropolitan,64,Female,Married,40,SomeCollegeButNoDegree,LocalGov,461.53
Northeast,Metropolitan,42,Male,Married,39,HighSchoolDiploma,LocalGov,769
South,Not Metropolitan,64,Male,Married,40,SomeCollegeButNoDegree,LocalGov,900
West,Metropolitan,46,Male,Married,40,SomeCollegeButNoDegree,LocalGov,1000
South,Metropolitan,44,Male,Married,39,HighSchoolDiploma,LocalGov,538.46
South,Metropolitan,24,Female,Not Married,43,BachelorsDegree,LocalGov,800
West,Not Metropolitan,31,Female,Married,40,SomeCollegeButNoDegree,LocalGov,846
Northeast,Metropolitan,30,Male,Not Married,43,BachelorsDegree,LocalGov,1269.23
West,Metropolitan,55,Female,Not Married,43,BachelorsDegree,LocalGov,1815.78
Midwest,Not Metropolitan,38,Female,Not Married,44,MastersDegree,LocalGov,950
West,Metropolitan,42,Male,Married,44,MastersDegree,LocalGov,1000
South,Not Metropolitan,55,Male,Married,41,AssocDegOccupVocat,LocalGov,581.4
Midwest,Metropolitan,50,Female,Married,40,SomeCollegeButNoDegree,LocalGov,783.66
West,Metropolitan,29,Female,Not Married,43,BachelorsDegree,LocalGov,600
South,Metropolitan,31,Male,Not Married,42,AssocDegAcadem,LocalGov,1007.52
Midwest,Not Metropolitan,50,Female,Married,39,HighSchoolDiploma,LocalGov,673.07
South,Metropolitan,53,Male,Married,42,AssocDegAcadem,LocalGov,1115.38
West,Metropolitan,28,Female,Not Married,43,BachelorsDegree,LocalGov,269.23
West,Metropolitan,40,Female,Not Married,44,MastersDegree,LocalGov,1788.46
Midwest,Not Metropolitan,28,Female,Married,43,BachelorsDegree,LocalGov,615.38
Northeast,Not Metropolitan,49,Male,Not Married,40,SomeCollegeButNoDegree,LocalGov,1538.46
West,Metropolitan,32,Female,Married,44,MastersDegree,LocalGov,692.3
South,Metropolitan,43,Female,Married,43,BachelorsDegree,LocalGov,769.23
South,Metropolitan,49,Female,Married,44,MastersDegree,LocalGov,1076.92
Midwest,Metropolitan,57,Female,Married,44,MastersDegree,LocalGov,1346.15
West,Metropolitan,33,Female,Married,43,BachelorsDegree,LocalGov,1346.15
Midwest,Metropolitan,41,Male,Married,43,BachelorsDegree,LocalGov,704
Midwest,Not Metropolitan,44,Female,Not Married,44,MastersDegree,LocalGov,1096.15
West,Metropolitan,43,Female,Not Married,44,MastersDegree,LocalGov,1038.46
South,Metropolitan,38,Female,Married,39,HighSchoolDiploma,LocalGov,494
Northeast,Metropolitan,41,Female,Married,40,SomeCollegeButNoDegree,LocalGov,615.38
South,Metropolitan,44,Female,Married,43,BachelorsDegree,LocalGov,600
South,Metropolitan,28,Male,Married,39,HighSchoolDiploma,LocalGov,384.61
West,Metropolitan,23,Male,Not Married,43,BachelorsDegree,LocalGov,673.07
Northeast,Metropolitan,33,Male,Married,44,MastersDegree,LocalGov,1278.84
Northeast,Metropolitan,23,Female,Not Married,43,BachelorsDegree,LocalGov,360
Midwest,Metropolitan,63,Female,Not Married,43,BachelorsDegree,LocalGov,961
West,Not Metropolitan,58,Female,Married,39,HighSchoolDiploma,LocalGov,1500
South,Metropolitan,56,Female,Married,40,SomeCollegeButNoDegree,LocalGov,865.38
South,Not Metropolitan,46,Female,Married,44,MastersDegree,LocalGov,1461.53
South,Metropolitan,45,Female,Married,43,BachelorsDegree,LocalGov,865.38
Midwest,Not Metropolitan,61,Male,Not Married,41,AssocDegOccupVocat,LocalGov,520
South,Not Metropolitan,58,Female,Not Married,39,HighSchoolDiploma,LocalGov,480.76
Midwest,Metropolitan,63,Female,Married,44,MastersDegree,LocalGov,1480.76
South,Metropolitan,33,Male,Married,39,HighSchoolDiploma,LocalGov,711.53
South,Metropolitan,53,Female,Married,43,BachelorsDegree,LocalGov,1000
South,Metropolitan,49,Male,Married,44,MastersDegree,LocalGov,1000
